"","Var1","Var2","value","pvalue","pvalue_cor","star","value2plot","conv_ttype_1","conv_ttype_2"
"222","MEINH10","MEINH10",2.02366654536185,0.0430044730052865,0.87992861900656,"",NA,"SCINH8","SCINH8"
"223","MEINH11","MEINH10",0.291575103319401,0.770611513328406,0.977693456590577,"",NA,"SCINH9","SCINH8"
"224","MEINH12","MEINH10",-1.31164976006158,0.189638335349908,0.87992861900656,"",NA,"SCINH10","SCINH8"
"225","MEGLU1","MEINH11",-0.403541183648588,0.686550144194962,0.977693456590577,"",NA,"SCEXC1","SCINH9"
"226","MEGLU2","MEINH11",-0.865289943018359,0.386879669341283,0.87992861900656,"",NA,"SCEXC2","SCINH9"
"227","MEGLU3","MEINH11",0.15597421889587,0.876053342823807,0.977693456590577,"",NA,"SCEXC3","SCINH9"
"228","MEGLU4","MEINH11",0.0567067885965578,0.954778766201735,0.977693456590577,"",NA,"SCEXC4","SCINH9"
"229","MEGLU5","MEINH11",0.776130417744821,0.437671985300896,0.941576660253234,"",NA,"SCEXC5","SCINH9"
"230","MEGLU6","MEINH11",1.02436588586876,0.305662488750447,0.87992861900656,"",NA,"SCEXC6","SCINH9"
"231","MEINH2","MEINH11",0.469670343520522,0.638590559093794,0.977693456590577,"",NA,"SCINH1","SCINH9"
"232","MEINH3","MEINH11",-1.36067797725735,0.173615477172154,0.87992861900656,"",NA,"SCINH2","SCINH9"
"233","MEINH5","MEINH11",-0.76091427098841,0.446708274034565,0.945101802916105,"",NA,"SCINH3","SCINH9"
"234","MEINH6","MEINH11",3.06094136157902,0.00220642301231123,0.282422145575837,"",NA,"SCINH4","SCINH9"
"235","MEINH7","MEINH11",1.06445931419534,0.287120676103973,0.87992861900656,"",NA,"SCINH5","SCINH9"
"236","MEINH8","MEINH11",-0.411610670170596,0.680624809529603,0.977693456590577,"",NA,"SCINH6","SCINH9"
"237","MEINH9","MEINH11",-0.3779802516261,0.705445264517588,0.977693456590577,"",NA,"SCINH7","SCINH9"
"238","MEINH10","MEINH11",0.291575103319401,0.770611513328406,0.977693456590577,"",NA,"SCINH8","SCINH9"
"239","MEINH11","MEINH11",-0.0860399882430321,0.931434629050711,0.977693456590577,"",NA,"SCINH9","SCINH9"
"240","MEINH12","MEINH11",1.20883048536334,0.226727976981239,0.87992861900656,"",NA,"SCINH10","SCINH9"
"241","MEGLU1","MEINH12",0.965018280466692,0.334535655681883,0.87992861900656,"",NA,"SCEXC1","SCINH10"
"242","MEGLU2","MEINH12",-0.252005350115212,0.801036928442662,0.977693456590577,"",NA,"SCEXC2","SCINH10"
"243","MEGLU3","MEINH12",-0.127670401442404,0.898409814594138,0.977693456590577,"",NA,"SCEXC3","SCINH10"
"244","MEGLU4","MEINH12",-1.04112345089304,0.29781825701754,0.87992861900656,"",NA,"SCEXC4","SCINH10"
"245","MEGLU5","MEINH12",0.036698888342558,0.970725095021647,0.98613342986326,"",NA,"SCEXC5","SCINH10"
"246","MEGLU6","MEINH12",-0.403198976719966,0.686801852410301,0.977693456590577,"",NA,"SCEXC6","SCINH10"
"247","MEINH2","MEINH12",0.330021108996218,0.741384012188144,0.977693456590577,"",NA,"SCINH1","SCINH10"
"248","MEINH3","MEINH12",-0.122005600948406,0.902894582496415,0.977693456590577,"",NA,"SCINH2","SCINH10"
"249","MEINH5","MEINH12",-0.431475415512394,0.666122724584636,0.977693456590577,"",NA,"SCINH3","SCINH10"
"250","MEINH6","MEINH12",0.71070952873344,0.47726425366261,0.955479220729165,"",NA,"SCINH4","SCINH10"
"251","MEINH7","MEINH12",-0.897343390453927,0.369535709730053,0.87992861900656,"",NA,"SCINH5","SCINH10"
"252","MEINH8","MEINH12",-1.37121595502265,0.170307645938782,0.87992861900656,"",NA,"SCINH6","SCINH10"
"253","MEINH9","MEINH12",-1.69122348892434,0.090794126466313,0.87992861900656,"",NA,"SCINH7","SCINH10"
"254","MEINH10","MEINH12",-1.31164976006158,0.189638335349908,0.87992861900656,"",NA,"SCINH8","SCINH10"
"255","MEINH11","MEINH12",1.20883048536334,0.226727976981239,0.87992861900656,"",NA,"SCINH9","SCINH10"
"256","MEINH12","MEINH12",-0.923489873060192,0.355751975424333,0.87992861900656,"",NA,"SCINH10","SCINH10"
