"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RP23-407N2.2.11",1.16439254007944e-07,-0.32124628137865,0.499,0.544,0.0017560203896938,"MEINH10","RP23-407N2.2"
"Rps16.10",1.23180969370813e-07,-0.257198772045583,0.9,0.904,0.00185769219908124,"MEINH10","Rps16"
"Chd3os.10",1.64544062441629e-07,-0.265787884956878,0.946,0.943,0.00248148900568221,"MEINH10","Chd3os"
"Nipal3.6",1.65254089102797e-07,-0.227684989549665,0.335,0.418,0.00249219691775929,"MEINH10","Nipal3"
"Arpc5l.7",1.85706943359677e-07,-0.216727264604016,0.596,0.662,0.00280064641280729,"MEINH10","Arpc5l"
"Pafah1b2.9",1.8750301130045e-07,-0.210186103369245,0.51,0.58,0.00282773291342209,"MEINH10","Pafah1b2"
"Rps23.9",2.10150791796009e-07,-0.273799595925211,0.97,0.941,0.00316928409107562,"MEINH10","Rps23"
"Lrrc4b.8",2.33559522587423e-07,-0.204092807404174,0.336,0.423,0.00352231116014092,"MEINH10","Lrrc4b"
"Acot7.8",2.72138085512305e-07,-0.223913230984312,0.456,0.531,0.00410411446761107,"MEINH10","Acot7"
"Cox17.7",3.53533236049759e-07,-0.231044209319119,0.794,0.837,0.00533163473286641,"MEINH10","Cox17"
"Stxbp1.12",3.92306040396109e-07,-0.28687101707238,0.893,0.885,0.00591636739521372,"MEINH10","Stxbp1"
"Ap2b1.8",4.03476315334593e-07,-0.214122655847925,0.479,0.559,0.006084826311561,"MEINH10","Ap2b1"
"Epb41l1.8",4.06010980401487e-07,-0.222092199903227,0.379,0.458,0.00612305159543483,"MEINH10","Epb41l1"
"Cmip.11",4.87160825159356e-07,-0.248164870689645,0.515,0.577,0.00734687240422825,"MEINH10","Cmip"
"Idh3a.7",4.96682786890914e-07,-0.215208246176001,0.497,0.567,0.00749047310910187,"MEINH10","Idh3a"
"Snap47.11",5.20324982233975e-07,-0.256328397226368,0.62,0.677,0.00784702105707057,"MEINH10","Snap47"
"Mapt.11",5.43888113250074e-07,-0.251235111438451,0.612,0.67,0.00820237663592436,"MEINH10","Mapt"
"Cxx1b.8",5.53415876001659e-07,-0.229500986025375,0.53,0.595,0.00834606482598102,"MEINH10","Cxx1b"
"Rpl10a.10",5.8744688477082e-07,-0.252652557084827,0.793,0.802,0.00885928646922873,"MEINH10","Rpl10a"
"Adarb1.6",6.61739402059026e-07,-0.242807571426548,0.38,0.451,0.00997969192245217,"MEINH10","Adarb1"
"Cadm2.8",7.31744483450574e-07,-0.250956478762986,0.539,0.598,0.0110354385549181,"MEINH10","Cadm2"
"Rps15a.10",1.21545034207043e-06,-0.255113618253447,0.872,0.858,0.0183302066087641,"MEINH10","Rps15a"
"Rangap1.10",1.30916168454164e-06,-0.235153105570558,0.402,0.471,0.0197434673645724,"MEINH10","Rangap1"
"Ypel3.7",1.36741563298667e-06,-0.231121787076933,0.961,0.954,0.0206219951610719,"MEINH10","Ypel3"
"Rbfox1.10",1.54344125617735e-06,-0.247208384167213,0.433,0.506,0.0232766375844106,"MEINH10","Rbfox1"
"Slc12a5.7",1.76420869178111e-06,-0.221014697648076,0.723,0.757,0.0266060312807509,"MEINH10","Slc12a5"
"Scamp1.10",1.84289881858723e-06,-0.20789450387993,0.525,0.59,0.0277927570831141,"MEINH10","Scamp1"
"Scn3a.7",1.93743524434006e-06,-0.287909351898198,0.231,0.304,0.0292184609198925,"MEINH10","Scn3a"
"Tmx2.9",2.51058526080468e-06,-0.226117769452639,0.482,0.548,0.0378621363181954,"MEINH10","Tmx2"
"Ralbp1.10",2.62910659810281e-06,-0.21247449513291,0.455,0.521,0.0396495566059884,"MEINH10","Ralbp1"
"Hras.11",3.00923892750335e-06,-0.226642072423932,0.486,0.539,0.0453823322656781,"MEINH10","Hras"
"Vapb.7",3.35745064338827e-06,-0.201065807138904,0.427,0.494,0.0506337131529386,"MEINH10","Vapb"
"Frrs1l.5",3.40823979592515e-06,-0.210609096483467,0.482,0.544,0.0513996643623472,"MEINH10","Frrs1l"
"Syngr1.9",4.73172337443093e-06,-0.294850933875828,0.652,0.693,0.0713591202097929,"MEINH10","Syngr1"
"Rplp1.9",5.1030373068457e-06,-0.253029878716631,0.944,0.949,0.07695890562454,"MEINH10","Rplp1"
"Rps27.8",7.46509231684704e-06,-0.243826473400008,0.973,0.953,0.11258105723037,"MEINH10","Rps27"
"Abat.10",9.63510761636854e-06,-0.242150158161612,0.544,0.591,0.145307057962454,"MEINH10","Abat"
"Rora.6",1.14031161808741e-05,-0.285930527533379,0.438,0.493,0.171970395123762,"MEINH10","Rora"
"Tomm5.7",1.98978223523141e-05,-0.218071440207501,0.569,0.611,0.300079058895249,"MEINH10","Tomm5"
"Eef2.8",2.20515194156104e-05,-0.223849856098278,0.809,0.837,0.33255896430682,"MEINH10","Eef2"
"Rab3a.6",2.79576157033459e-05,-0.208725961345525,0.876,0.891,0.42162880242216,"MEINH10","Rab3a"
"Sv2a.11",3.89658704254325e-05,-0.240081424078062,0.884,0.886,0.587644291885947,"MEINH10","Sv2a"
"Nefl.7",4.38140226064949e-05,-0.279213747209072,0.554,0.588,0.660759274928549,"MEINH10","Nefl"
"Calm3.8",4.96660991733166e-05,-0.217842621894758,0.941,0.938,0.749014441632787,"MEINH10","Calm3"
"Map1b.9",7.23408103229677e-05,-0.273431124003554,0.893,0.873,1,"MEINH10","Map1b"
"Cox6a1.8",0.00013857884079213,-0.209696404264512,0.934,0.935,1,"MEINH10","Cox6a1"
"Plp1.7",0.000176201408399468,-0.260212095617241,0.833,0.851,1,"MEINH10","Plp1"
"Dnajc5.11",0.000208959558867206,-0.204728243823652,0.766,0.781,1,"MEINH10","Dnajc5"
"Klc1.6",0.000380933605106921,-0.207226483400658,0.784,0.788,1,"MEINH10","Klc1"
"Ckb.7",0.000831317273304384,-0.241133930657507,0.801,0.809,1,"MEINH10","Ckb"
"Fndc5.9",0.000870328245032204,-0.263753464722782,0.573,0.586,1,"MEINH10","Fndc5"
"Impact.11",0.00111258191502486,-0.270432636469917,0.742,0.746,1,"MEINH10","Impact"
"Rpl11.10",0.00133799510809242,-0.202710364450345,0.973,0.946,1,"MEINH10","Rpl11"
"Sepw1.10",0.00143979467012349,-0.41841646818875,0.994,0.981,1,"MEINH10","Sepw1"
"Tubb4a.9",0.00179039215907731,-0.201875372879055,0.568,0.587,1,"MEINH10","Tubb4a"
"Xist.5",0.00349020873612932,0.526106274326982,0.273,0.249,1,"MEINH10","Xist"
"Cbln1.1",1.76395212448517e-256,1.40614281916519,1,0.027,2.66021619893609e-252,"MEINH6","Cbln1"
"Gm2694",9.53400651211012e-172,1.27357051131421,0.723,0.022,1.43782352209133e-167,"MEINH6","Gm2694"
"Mgarp",4.57959300186016e-95,0.765176905163655,0.404,0.012,6.9064842061053e-91,"MEINH6","Mgarp"
"Igfbp4",6.01111831441073e-62,0.688993191489984,0.447,0.026,9.06536752996283e-58,"MEINH6","Igfbp4"
"Fibcd1.8",4.33702597601408e-57,1.83302415189616,0.894,0.142,6.54066887442683e-53,"MEINH6","Fibcd1"
"Meis1",6.15134950323397e-48,0.572360739756974,0.404,0.028,9.27685018582715e-44,"MEINH6","Meis1"
"Vwc2.4",9.41067088828889e-40,1.28591254812788,0.723,0.119,1.41922327666285e-35,"MEINH6","Vwc2"
"Dmbx1.1",6.10961869818556e-34,0.494122183853759,0.383,0.035,9.21391595873364e-30,"MEINH6","Dmbx1"
"Gulp1.1",2.17332532517124e-31,0.328702062178172,0.234,0.014,3.27759192289075e-27,"MEINH6","Gulp1"
"Npffr1",9.94415516491035e-29,0.508048710538131,0.362,0.038,1.49967804042013e-24,"MEINH6","Npffr1"
"Sox2",2.54838894113115e-27,0.421343388360533,0.298,0.027,3.84322536211989e-23,"MEINH6","Sox2"
"Vwc2l",3.40145800494038e-27,0.499840364311845,0.34,0.035,5.12973881725059e-23,"MEINH6","Vwc2l"
"Tnnt1.14",1.52384494798055e-26,1.02818038870445,0.702,0.143,2.29811056604947e-22,"MEINH6","Tnnt1"
"Rgcc",1.90747125649099e-25,0.379330789185675,0.277,0.025,2.87665740191407e-21,"MEINH6","Rgcc"
"Cpne4.3",7.6113739430491e-24,0.824007149082441,0.511,0.09,1.14787130435124e-19,"MEINH6","Cpne4"
"Lmo1.14",3.73188089957564e-23,1.63794531224411,0.979,0.478,5.62804958465002e-19,"MEINH6","Lmo1"
"Cxcl14.13",1.52390579327804e-22,1.47365916504757,0.894,0.309,2.29820232684262e-18,"MEINH6","Cxcl14"
"Rom1",3.07087587398187e-19,0.384567932706582,0.362,0.054,4.63118790555206e-15,"MEINH6","Rom1"
"Cpe.7",8.89011432426028e-19,1.15877097178725,1,0.755,1.34071814124169e-14,"MEINH6","Cpe"
"Irx1",2.05866245493198e-18,0.405684598852806,0.298,0.04,3.10466884828292e-14,"MEINH6","Irx1"
"Ntng1.9",2.62605534657857e-18,1.31122258989767,0.851,0.361,3.96035406817514e-14,"MEINH6","Ntng1"
"Caln1.8",3.18273415796712e-18,1.12693559426723,0.851,0.351,4.79988138363022e-14,"MEINH6","Caln1"
"Epha4.9",5.03450275316786e-18,1.12995106663867,0.851,0.372,7.59253360205245e-14,"MEINH6","Epha4"
"Irx2.1",3.30632662633768e-17,0.514703555493712,0.404,0.075,4.98627118517985e-13,"MEINH6","Irx2"
"Itga6",1.05906634167629e-16,0.202391134094834,0.17,0.015,1.59717794988201e-12,"MEINH6","Itga6"
"Pcp4.12",1.43655744810974e-15,1.15160765965556,0.979,0.872,2.16647228749429e-11,"MEINH6","Pcp4"
"Adgrl2.6",5.96640852584413e-15,0.557097895221915,0.638,0.185,8.99794069782553e-11,"MEINH6","Adgrl2"
"Adarb2.2",3.56727076955801e-14,0.49946367743342,0.383,0.079,5.37980104757044e-10,"MEINH6","Adarb2"
"Zfhx3.10",4.33046496538191e-14,0.887230618234183,0.851,0.402,6.53077421429245e-10,"MEINH6","Zfhx3"
"Smpd3.1",4.9315812767492e-14,0.585740964974727,0.468,0.116,7.43731772346547e-10,"MEINH6","Smpd3"
"Rgs8.6",1.5710136836946e-13,0.825033574610259,0.851,0.44,2.36924573637983e-09,"MEINH6","Rgs8"
"Pcdh15.5",8.9085943185058e-13,0.561313436464398,0.447,0.114,1.34350510917386e-08,"MEINH6","Pcdh15"
"Kcnab3.9",9.23190457112372e-13,0.808663270709927,0.617,0.215,1.39226352837117e-08,"MEINH6","Kcnab3"
"Rasgrp2.6",9.40322336217631e-13,0.657591986585042,0.681,0.247,1.41810011524981e-08,"MEINH6","Rasgrp2"
"Sorcs2.1",1.63760251920797e-11,0.403792227429051,0.319,0.069,2.46966835921754e-07,"MEINH6","Sorcs2"
"Sema3c",5.38959171345391e-11,0.385143520907153,0.298,0.062,8.12804326305984e-07,"MEINH6","Sema3c"
"Efna5.1",6.07420927895819e-11,0.489440904743941,0.383,0.097,9.16051501359685e-07,"MEINH6","Efna5"
"Cdh20",1.32225234575509e-10,0.209790660372266,0.191,0.029,1.99408876263325e-06,"MEINH6","Cdh20"
"Hapln1.1",1.56197042261928e-10,0.283609253005325,0.255,0.048,2.35560759435214e-06,"MEINH6","Hapln1"
"Rcan2.8",2.1185318224216e-10,0.808094535780241,0.936,0.681,3.19495784139401e-06,"MEINH6","Rcan2"
"Kcna2.9",2.29746892998892e-10,0.791603107817348,0.894,0.528,3.46481289331628e-06,"MEINH6","Kcna2"
"Zfhx4.10",3.0979959596029e-10,0.595358565914052,0.66,0.276,4.67208770667713e-06,"MEINH6","Zfhx4"
"Cerk.5",4.82856870774715e-10,0.428703342292821,0.66,0.249,7.28196446815348e-06,"MEINH6","Cerk"
"Pax7.9",5.1828014961984e-10,0.415669200349053,0.383,0.101,7.81618293641681e-06,"MEINH6","Pax7"
"Snhg11.6",9.02005260450969e-10,0.580387406483539,1,0.996,1.36031413328611e-05,"MEINH6","Snhg11"
"Ccdc184.5",1.36723799698634e-09,0.605751414057542,0.596,0.247,2.0619316232551e-05,"MEINH6","Ccdc184"
"Cdh12",1.61051383415092e-09,0.339021972038813,0.383,0.106,2.428815913283e-05,"MEINH6","Cdh12"
"Apba1.1",1.86875114769434e-09,0.466317055508296,0.468,0.154,2.81826360583784e-05,"MEINH6","Apba1"
"Cplx2.7",2.08129028166436e-09,0.682729198009825,0.915,0.653,3.13879387377803e-05,"MEINH6","Cplx2"
"Cox6a1.9",2.3409162551494e-09,0.612086725505738,1,0.934,3.53033580439081e-05,"MEINH6","Cox6a1"
"Syt2.9",2.42215460644163e-09,0.386298208350684,0.723,0.289,3.65285136197462e-05,"MEINH6","Syt2"
"Syt6.1",2.71090609747775e-09,0.334805617237743,0.362,0.097,4.0883174856062e-05,"MEINH6","Syt6"
"Aldoc.13",2.99239989791545e-09,0.714941651657285,0.809,0.396,4.51283828604629e-05,"MEINH6","Aldoc"
"Tiam1.1",5.3269592932171e-09,0.332367921209885,0.34,0.091,8.03358731010072e-05,"MEINH6","Tiam1"
"Chd3os.11",5.5554455625297e-09,0.6324433818827,0.979,0.943,8.37816745285104e-05,"MEINH6","Chd3os"
"Fam163a",5.89292569958025e-09,0.201347089875427,0.191,0.033,8.88712124753697e-05,"MEINH6","Fam163a"
"Ntrk3.3",6.59490373262983e-09,-0.805037135144804,0.043,0.493,9.94577431917905e-05,"MEINH6","Ntrk3"
"Tenm3.1",1.08344216122224e-08,0.458321192789117,0.553,0.212,0.000163393912333925,"MEINH6","Tenm3"
"Chchd10.9",2.23467797655497e-08,0.57180988992718,1,0.951,0.000337011785644256,"MEINH6","Chchd10"
"Gad1.11",2.43904031062475e-08,0.603722390707985,0.979,0.618,0.000367831669245319,"MEINH6","Gad1"
"6330403K07Rik.12",2.52540759795833e-08,-1.4051391235316,0.426,0.755,0.000380856719848096,"MEINH6","6330403K07Rik"
"Cox5a.5",2.71293031504256e-08,0.727391801189424,1,0.828,0.000409137020811568,"MEINH6","Cox5a"
"AI504432.6",3.1334916158552e-08,0.420831476693354,0.511,0.192,0.000472561870587123,"MEINH6","AI504432"
"Ndufa6.7",3.38500963423065e-08,0.55377109621548,0.957,0.912,0.000510493302938325,"MEINH6","Ndufa6"
"Eci1",7.6847079612758e-08,0.340281581073055,0.277,0.072,0.00115893080764,"MEINH6","Eci1"
"Meis2.13",7.74172009121839e-08,-1.23917664820729,0,0.402,0.00116752880695665,"MEINH6","Meis2"
"Id4.1",9.4001479587875e-08,0.387804965719299,0.34,0.104,0.00141763631366474,"MEINH6","Id4"
"Cox4i1.9",9.4149830733557e-08,0.572033182076681,1,0.974,0.00141987359729277,"MEINH6","Cox4i1"
"Fam101b",9.67616385538771e-08,0.269090715286646,0.234,0.054,0.00145926227103102,"MEINH6","Fam101b"
"Pvalb.14",1.03797541121799e-07,0.603272552515043,0.553,0.226,0.00156537071765786,"MEINH6","Pvalb"
"RP23-407N2.2.12",1.15181287816939e-07,-0.86191780358259,0.149,0.54,0.00173704900156726,"MEINH6","RP23-407N2.2"
"Xylt2.1",1.16354741725938e-07,0.286180683115819,0.383,0.121,0.00175474585996887,"MEINH6","Xylt2"
"Malat1.3",1.17329683893579e-07,0.486748189293806,1,0.999,0.00176944896279906,"MEINH6","Malat1"
"Slc25a3.8",1.33651857480063e-07,0.551594734926002,0.957,0.741,0.00201560366265682,"MEINH6","Slc25a3"
"Sdk2",1.61967291504756e-07,0.233720583697484,0.213,0.047,0.00244262872318323,"MEINH6","Sdk2"
"Ndufb9.6",1.65225817035119e-07,0.59462518874751,0.936,0.761,0.00249177054670663,"MEINH6","Ndufb9"
"Hlf.6",1.86824862019292e-07,0.702358021411938,0.574,0.282,0.00281750574411294,"MEINH6","Hlf"
"Tln2.6",1.97871441422258e-07,0.560624014840801,0.66,0.349,0.00298409920808907,"MEINH6","Tln2"
"Flrt2",2.26760136437689e-07,0.388906063058806,0.362,0.12,0.00341976961761679,"MEINH6","Flrt2"
"Atp1a3.8",2.75881010748938e-07,0.599663358092741,0.936,0.799,0.00416056152310473,"MEINH6","Atp1a3"
"Bcan.3",3.03926903977156e-07,0.366096372719355,0.383,0.129,0.00458352163887948,"MEINH6","Bcan"
"Ndufa13.6",4.14247635595126e-07,0.52596479897568,1,0.951,0.0062472685924101,"MEINH6","Ndufa13"
"Atp5b.9",4.4206389741888e-07,0.497776596963349,0.979,0.839,0.00666676563697413,"MEINH6","Atp5b"
"Gm13629.9",4.5030213403833e-07,0.530294420917245,0.574,0.266,0.00679100648343205,"MEINH6","Gm13629"
"Mxra7.2",5.02333278382695e-07,0.381162452747831,0.447,0.171,0.00757568817128943,"MEINH6","Mxra7"
"Ckb.8",5.15084716833151e-07,0.531440326490507,0.957,0.805,0.00776799261456075,"MEINH6","Ckb"
"Atp1b1.11",7.46041772210575e-07,0.376948077872921,1,0.972,0.0112510559667077,"MEINH6","Atp1b1"
"Ndufa11.6",7.64542477839748e-07,0.519453473810381,0.979,0.787,0.0115300651083012,"MEINH6","Ndufa11"
"Lrrtm3.6",7.79327581888404e-07,0.367142145124143,0.532,0.219,0.011753039262459,"MEINH6","Lrrtm3"
"Col25a1.13",8.55296933498128e-07,-0.903701352890973,0.021,0.378,0.0128987330540853,"MEINH6","Col25a1"
"Efna2.2",9.20032085034324e-07,0.449031101677959,0.426,0.174,0.0138750038744026,"MEINH6","Efna2"
"Ndufb8.7",1.02631877137558e-06,0.509615281485128,1,0.921,0.0154779133911152,"MEINH6","Ndufb8"
"Sgms1",1.05719149304106e-06,0.254157961506639,0.277,0.079,0.0159435049065522,"MEINH6","Sgms1"
"Tac1.12",1.27303476693292e-06,-1.37594693995251,0,0.347,0.0191986373201154,"MEINH6","Tac1"
"Ndrg2.2",1.39206020692409e-06,0.398412833036894,0.383,0.14,0.0209936599806221,"MEINH6","Ndrg2"
"Atp5h.4",1.44503579540787e-06,0.536290775185228,0.936,0.837,0.021792584830546,"MEINH6","Atp5h"
"Sncb.9",1.7658440356429e-06,0.433437635745034,0.979,0.985,0.0266306939015306,"MEINH6","Sncb"
"Ppif",1.79302576167029e-06,0.289340926809515,0.489,0.196,0.0270406215117496,"MEINH6","Ppif"
"Car10.8",1.84181271725914e-06,0.37465417314417,0.574,0.258,0.0277763775889851,"MEINH6","Car10"
"Slc24a2.9",1.87465765558988e-06,0.480925244874119,0.638,0.327,0.0282717121039509,"MEINH6","Slc24a2"
"Fxyd6.12",2.44770977088374e-06,-0.746176041366664,0.021,0.357,0.0369139110546976,"MEINH6","Fxyd6"
"Pla2g5.9",2.75109319440644e-06,0.245053749005604,0.34,0.113,0.0414892364648436,"MEINH6","Pla2g5"
"Gpc6.2",2.81127777774504e-06,0.440101702846241,0.362,0.138,0.0423968801661729,"MEINH6","Gpc6"
"Cplx1.12",2.92750513606208e-06,0.505446615816501,0.894,0.62,0.0441497049569523,"MEINH6","Cplx1"
"Atp5g1.4",3.37637806726031e-06,0.4205820940174,0.957,0.958,0.0509191576323527,"MEINH6","Atp5g1"
"Chn1.7",3.62001654650996e-06,0.5203945051143,0.851,0.583,0.0545934695379168,"MEINH6","Chn1"
"Stmn3.8",3.91526801342492e-06,0.47128619134987,0.979,0.921,0.0590461569104613,"MEINH6","Stmn3"
"Rhbdl3",4.40668506368122e-06,0.294201398334692,0.298,0.098,0.0664572174453765,"MEINH6","Rhbdl3"
"Cox6b1.4",4.52902038299259e-06,0.44468717206346,0.979,0.934,0.0683021563959113,"MEINH6","Cox6b1"
"Hap1.10",4.76950658904845e-06,-0.850250345646395,0.149,0.474,0.0719289288694397,"MEINH6","Hap1"
"Ldhb.7",5.06802268486036e-06,0.4502756425641,0.936,0.742,0.0764308501103791,"MEINH6","Ldhb"
"0610009O20Rik",5.59510623332236e-06,0.245438549172549,0.277,0.087,0.0843797971047346,"MEINH6","0610009O20Rik"
"Ipcef1",5.92394115605663e-06,0.231455163120672,0.191,0.048,0.0893389565744901,"MEINH6","Ipcef1"
"Ctxn2.12",5.96934813859992e-06,-0.832855337980127,0.277,0.574,0.0900237392782255,"MEINH6","Ctxn2"
"Arl4a",6.12061030774206e-06,0.33331404083778,0.426,0.171,0.092304924051058,"MEINH6","Arl4a"
"Olfm3.6",6.19568693757155e-06,0.383570045728607,0.468,0.205,0.0934371547055165,"MEINH6","Olfm3"
"Mt3.12",6.28539047853826e-06,-0.806829930168499,0.468,0.751,0.0947899738068356,"MEINH6","Mt3"
"Fbxo2.8",6.55727391031438e-06,0.426398519987526,0.596,0.305,0.0988902478414511,"MEINH6","Fbxo2"
"Uqcrc1.3",6.83237460027983e-06,0.430644206852525,0.809,0.539,0.10303904134682,"MEINH6","Uqcrc1"
"Brinp2.1",7.86906836188941e-06,0.253339675044615,0.362,0.132,0.118673419965654,"MEINH6","Brinp2"
"Ociad2.5",9.70865463091982e-06,0.511802700428845,0.617,0.35,0.146416220488902,"MEINH6","Ociad2"
"2010111I01Rik",1.09091613107897e-05,0.234690767689264,0.255,0.079,0.16452106172802,"MEINH6","2010111I01Rik"
"Mdh1.8",1.09671892959048e-05,0.457295119034382,0.957,0.857,0.165396181771541,"MEINH6","Mdh1"
"Fam84a",1.1025222341223e-05,0.384980304922907,0.298,0.105,0.166271378127984,"MEINH6","Fam84a"
"Foxp2.11",1.17161340560776e-05,-0.639185058726612,0,0.298,0.176691017699707,"MEINH6","Foxp2"
"Rit2.11",1.17354329490963e-05,0.519227079923546,0.681,0.393,0.176982064305321,"MEINH6","Rit2"
"Arhgdig.10",1.19069331873147e-05,-0.693217841557586,0.085,0.401,0.179568459397893,"MEINH6","Arhgdig"
"Impa1.2",1.22254734622909e-05,0.325051796307382,0.511,0.237,0.18437236528481,"MEINH6","Impa1"
"Grip1",1.25118849143397e-05,0.271525960366795,0.319,0.113,0.188691736393157,"MEINH6","Grip1"
"Atp5e.4",1.26013699287032e-05,0.453674797640725,0.957,0.872,0.190041259894773,"MEINH6","Atp5e"
"Cox5b.7",1.26098458329615e-05,0.399248298090838,0.957,0.887,0.190169085006892,"MEINH6","Cox5b"
"Scn1b.10",1.29471670310764e-05,0.425433564471739,0.872,0.565,0.195256225995663,"MEINH6","Scn1b"
"Spock1.4",1.30154347915134e-05,-0.533282279580463,0.021,0.322,0.196285772090814,"MEINH6","Spock1"
"Galnt18.1",1.38413578448623e-05,0.22071416773348,0.234,0.07,0.208741517658368,"MEINH6","Galnt18"
"Uqcrq.7",1.40029945339192e-05,0.483986474651833,1,0.944,0.211179160566035,"MEINH6","Uqcrq"
"Scg2.6",1.43803360047748e-05,-0.777493745995274,0.255,0.557,0.216869847288009,"MEINH6","Scg2"
"Hscb",1.51231247219995e-05,0.233229440604697,0.255,0.081,0.228071843932474,"MEINH6","Hscb"
"Snca.11",1.51596447428681e-05,-0.848677909025409,0.149,0.466,0.228622602367194,"MEINH6","Snca"
"Kcnip2.6",1.55902446922188e-05,0.423341581257376,0.362,0.145,0.235116480203351,"MEINH6","Kcnip2"
"Pou3f4",1.5721916124869e-05,0.227311108711125,0.191,0.051,0.237102217079149,"MEINH6","Pou3f4"
"Atg4d",1.88365239830448e-05,0.277992109971308,0.404,0.166,0.284073618188299,"MEINH6","Atg4d"
"Atp5j.7",2.03407013871787e-05,0.498736702426325,1,0.95,0.306758117620041,"MEINH6","Atp5j"
"Ralgps2",2.06783950693486e-05,0.311766247787652,0.447,0.199,0.311850876040846,"MEINH6","Ralgps2"
"Grm1.4",2.06933192710399e-05,0.389708981878234,0.532,0.263,0.312075947926553,"MEINH6","Grm1"
"Rbms1.8",2.12151131489993e-05,0.301035842639269,0.489,0.219,0.319945121400058,"MEINH6","Rbms1"
"Luzp2",2.22493600095733e-05,0.284988220173357,0.383,0.155,0.335542598304374,"MEINH6","Luzp2"
"Slc25a5.6",2.30169678971066e-05,0.449573122830555,0.766,0.531,0.347118892856264,"MEINH6","Slc25a5"
"Epha8.1",2.34536410374725e-05,0.219242405258595,0.234,0.072,0.353704360486122,"MEINH6","Epha8"
"Pcsk1n.11",2.38061864547852e-05,0.407527174672605,1,0.983,0.359021097924616,"MEINH6","Pcsk1n"
"1700020I14Rik.8",2.60462512234193e-05,0.481258777424648,0.851,0.627,0.392803514700386,"MEINH6","1700020I14Rik"
"Syn2.9",2.61057839543496e-05,-0.793690835890037,0.383,0.633,0.393701327815546,"MEINH6","Syn2"
"Nrn1.15",2.69027305599786e-05,-0.98618657424937,0.021,0.305,0.405720079575038,"MEINH6","Nrn1"
"Csmd3",2.8020887896048e-05,0.358380871119484,0.426,0.193,0.422583010360299,"MEINH6","Csmd3"
"Ndufab1.4",3.31597591380136e-05,0.483911753203343,0.957,0.833,0.500082327560384,"MEINH6","Ndufab1"
"Lynx1.8",3.35734636042127e-05,0.451578563438627,0.809,0.54,0.506321404615132,"MEINH6","Lynx1"
"Celf4.7",3.61134539322371e-05,-0.563332005519706,0.745,0.868,0.544626998752068,"MEINH6","Celf4"
"Krt222.4",3.82504095307803e-05,0.353412546965048,0.426,0.192,0.576854426133698,"MEINH6","Krt222"
"Arpc2.4",3.83076797848559e-05,0.294708773667811,0.83,0.522,0.577718118835412,"MEINH6","Arpc2"
"Mgat1",4.07208874220465e-05,0.34229030646693,0.404,0.178,0.614111703211884,"MEINH6","Mgat1"
"Atp5j2.5",4.07970158627871e-05,0.445490463039163,0.979,0.912,0.615259796226692,"MEINH6","Atp5j2"
"Vps36",4.14019187318732e-05,0.277118060644423,0.319,0.123,0.62438233639538,"MEINH6","Vps36"
"Ndrg4.11",4.44642350070361e-05,0.413566540604323,0.979,0.937,0.670565128141112,"MEINH6","Ndrg4"
"Tmsb4x.11",4.49524574962592e-05,0.377522556664548,0.979,0.969,0.677928011501085,"MEINH6","Tmsb4x"
"Pde1b.6",4.60355917171727e-05,0.397048026580928,0.574,0.304,0.694262758686682,"MEINH6","Pde1b"
"Msrb1.1",4.73914255001457e-05,0.338066573584236,0.553,0.289,0.714710087967697,"MEINH6","Msrb1"
"Fam19a2.4",5.05755286169909e-05,0.353565422790246,0.511,0.256,0.76272954707284,"MEINH6","Fam19a2"
"Hectd1.4",5.22914593607484e-05,0.308414209948662,0.574,0.302,0.788607498619447,"MEINH6","Hectd1"
"Atp5f1.5",5.53472206011019e-05,0.410991807058591,0.957,0.766,0.834691433885218,"MEINH6","Atp5f1"
"1700025G04Rik.7",5.95706097890169e-05,-0.509639437709946,0.064,0.341,0.898384366228164,"MEINH6","1700025G04Rik"
"Cox7c.10",6.07614709680738e-05,0.416412905332824,1,0.956,0.916343743669521,"MEINH6","Cox7c"
"Kcnc3.6",6.28795642690583e-05,0.48834368339762,0.532,0.279,0.948286708741669,"MEINH6","Kcnc3"
"Camkv.9",6.82819270077613e-05,-0.486531692401449,0.043,0.313,1,"MEINH6","Camkv"
"Scrt1.6",7.15719681099742e-05,0.297350954020349,0.532,0.271,1,"MEINH6","Scrt1"
"Ralyl.6",7.29417434530797e-05,-0.579206475625236,0.255,0.512,1,"MEINH6","Ralyl"
"Ndufb5.9",7.42459537630242e-05,0.402558374172249,0.957,0.84,1,"MEINH6","Ndufb5"
"Hint1.6",7.64498736042768e-05,0.378387083161681,1,0.885,1,"MEINH6","Hint1"
"Eno2.10",7.65758272002546e-05,0.360474131353922,0.979,0.837,1,"MEINH6","Eno2"
"Axin2.1",7.76315525199115e-05,0.290032073693316,0.298,0.116,1,"MEINH6","Axin2"
"Atp5g3.9",7.93916925727486e-05,0.344419411709989,0.936,0.796,1,"MEINH6","Atp5g3"
"Ppargc1a.8",8.04292677732245e-05,0.376987967384369,0.532,0.282,1,"MEINH6","Ppargc1a"
"Nsg1.8",8.1639628407302e-05,0.351914600819301,0.979,0.863,1,"MEINH6","Nsg1"
"Nudt4.4",8.16591418905942e-05,0.457795160664019,0.574,0.331,1,"MEINH6","Nudt4"
