"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hid1",0.00991773600221126,0.647820770148239,0.812,0.519,1,"MEGLU3","Hid1"
"Plcb2",0.00998501756598688,0.516296412907314,0.25,0.068,1,"MEGLU3","Plcb2"
"Shisa3",0.00998938721605843,0.451288740418857,0.812,0.688,1,"MEGLU3","Shisa3"
"Gm12693",0.00999135320753656,0.456886069068262,0.25,0.063,1,"MEGLU3","Gm12693"
"Gm7200",3.0882615044467e-09,0.713409933417571,0.15,0,8.89944317736406e-05,"MEINH2","Gm7200"
"Hspb8",7.6457594342708e-07,1.20821193689471,0.5,0.103,0.0220327849617382,"MEINH2","Hspb8"
"Gm47481",8.92400308382874e-07,0.956597121254959,0.2,0.013,0.0257162996866693,"MEINH2","Gm47481"
"Zfp36",2.37902203408549e-06,1.25412439804023,0.65,0.21,0.0685562779562417,"MEINH2","Zfp36"
"Pacsin3",2.3934747406635e-06,1.23144314939015,0.55,0.142,0.0689727616017001,"MEINH2","Pacsin3"
"Calcb",5.54635059236446e-06,1.26326472492571,0.25,0.03,0.159829185020167,"MEINH2","Calcb"
"Gm47910",8.65729643929112e-06,0.63979050771631,0.2,0.017,0.249477311491052,"MEINH2","Gm47910"
"Phox2b",1.01803098285319e-05,0.597792052775519,0.25,0.03,0.293365988328803,"MEINH2","Phox2b"
"Isl1",1.31103078574023e-05,0.416013649146289,0.15,0.009,0.377799741526762,"MEINH2","Isl1"
"Olfr671",1.47866933178782e-05,0.293033455942041,0.15,0.009,0.426108141341296,"MEINH2","Olfr671"
"Abca7",1.73059256763298e-05,1.13727231876242,0.4,0.09,0.498704860214795,"MEINH2","Abca7"
"Syt2.1",1.97381477385291e-05,0.593305124049796,0.95,0.794,0.568794203381193,"MEINH2","Syt2"
"Btg4",2.03351111160737e-05,0.939585300606045,0.25,0.034,0.585996897031895,"MEINH2","Btg4"
"Serpinf1",3.00919333933133e-05,1.22044972998934,0.5,0.142,0.867159244595108,"MEINH2","Serpinf1"
"Pvalb.1",4.48164351740294e-05,0.626038439559525,1,0.695,1,"MEINH2","Pvalb"
"Eef2kmt",0.00010177534707781,0.777589200074254,0.35,0.073,1,"MEINH2","Eef2kmt"
"Vmn2r57",0.000107963895238201,0.745543993534886,0.2,0.026,1,"MEINH2","Vmn2r57"
"Gm11940",0.000108082857622868,1.13099470406821,0.15,0.013,1,"MEINH2","Gm11940"
"9530097N15Rik",0.000113567676558282,0.716316524157034,0.15,0.013,1,"MEINH2","9530097N15Rik"
"Spata20",0.000119314275730955,0.726398554251192,0.15,0.013,1,"MEINH2","Spata20"
"Gm48958",0.000119314275730955,0.461006261745678,0.15,0.013,1,"MEINH2","Gm48958"
"Ano3",0.000131762320698437,0.67672683108458,0.95,0.597,1,"MEINH2","Ano3"
"Gm11295",0.000145157955724549,0.484107258560482,0.15,0.013,1,"MEINH2","Gm11295"
"Ggn",0.000147314778589734,0.885900246495161,0.1,0.004,1,"MEINH2","Ggn"
"Gm37896",0.000147314778589734,0.696438846687837,0.1,0.004,1,"MEINH2","Gm37896"
"Lgi2",0.000157120358537794,0.759661694182959,0.9,0.459,1,"MEINH2","Lgi2"
"Gm29107",0.000157731162369646,0.619838686582601,0.1,0.004,1,"MEINH2","Gm29107"
"Cd209b",0.000157731162369646,0.577857711572655,0.1,0.004,1,"MEINH2","Cd209b"
"Spink6",0.000168837849336235,0.53650717218585,0.1,0.004,1,"MEINH2","Spink6"
"Gsdmcl-ps",0.000168837849336235,0.480037849425689,0.1,0.004,1,"MEINH2","Gsdmcl-ps"
"Tnfrsf1a",0.000207170376971926,0.990777820745209,0.3,0.064,1,"MEINH2","Tnfrsf1a"
"Nefh",0.000214442370624426,0.439014494784421,1,0.871,1,"MEINH2","Nefh"
"Kcnc3",0.000253122191437586,0.513623852012381,1,0.798,1,"MEINH2","Kcnc3"
"Npy5r",0.00025548321022441,1.02029418008241,0.25,0.047,1,"MEINH2","Npy5r"
"Calca",0.000268893409604145,1.09577068142649,0.3,0.064,1,"MEINH2","Calca"
"Kctd6",0.000277817454738718,0.811298255853053,0.75,0.313,1,"MEINH2","Kctd6"
"Slc18a3.1",0.000296807679625243,0.95281820807825,0.2,0.03,1,"MEINH2","Slc18a3"
"Pcdhb16",0.00032311651636108,0.801126103318051,0.4,0.112,1,"MEINH2","Pcdhb16"
"Gm20483",0.000353954327288243,1.12536626120807,0.4,0.124,1,"MEINH2","Gm20483"
"Gm10570",0.000394500065038491,0.650415153671219,0.3,0.064,1,"MEINH2","Gm10570"
"4930503E14Rik",0.000394869249188679,0.495530937251263,0.25,0.047,1,"MEINH2","4930503E14Rik"
"Gm10280",0.000433503611554881,0.912485373742953,0.15,0.017,1,"MEINH2","Gm10280"
"Gm13360",0.000452179440542446,0.763668224353953,0.15,0.017,1,"MEINH2","Gm13360"
"9430097D07Rik",0.000534649149570479,0.711566963410926,0.15,0.017,1,"MEINH2","9430097D07Rik"
"Gm44508",0.000534649149570479,0.659153139742295,0.15,0.017,1,"MEINH2","Gm44508"
"Brpf1",0.000541983272268129,0.798902425594987,0.6,0.249,1,"MEINH2","Brpf1"
"Gm15492",0.00055846620031271,0.921752014166004,0.6,0.249,1,"MEINH2","Gm15492"
"A730060N03Rik",0.000595303040814963,0.968628345577844,0.55,0.227,1,"MEINH2","A730060N03Rik"
"Gm29642",0.000663160981484194,0.949780404346556,0.25,0.056,1,"MEINH2","Gm29642"
"Gm44677",0.000681417520374124,0.830637753775496,0.25,0.052,1,"MEINH2","Gm44677"
"Spag4",0.000706134417089069,0.879353042819208,0.3,0.073,1,"MEINH2","Spag4"
"Tesc",0.000720002292877448,0.933814639700258,0.65,0.326,1,"MEINH2","Tesc"
"Gm11223",0.000726021878331028,-0.822966058918677,0.4,0.764,1,"MEINH2","Gm11223"
"Ppil1",0.00074767806534268,1.00293327149599,0.55,0.24,1,"MEINH2","Ppil1"
"Gm14251",0.000759206081588181,0.856184279254022,0.2,0.034,1,"MEINH2","Gm14251"
"Dna2",0.000771393159995165,0.817766985271342,0.55,0.227,1,"MEINH2","Dna2"
"Rps6",0.000798597781657695,-0.406642285627367,0.7,0.867,1,"MEINH2","Rps6"
"Armcx3",0.00080034793339517,0.774454638291034,0.75,0.416,1,"MEINH2","Armcx3"
"Slc10a4",0.000859372606633755,0.991093516005876,0.25,0.056,1,"MEINH2","Slc10a4"
"Slc13a1",0.00088175040487848,0.56920672943059,0.65,0.288,1,"MEINH2","Slc13a1"
"Gm20449",0.000887890110317086,0.410201354191963,0.45,0.15,1,"MEINH2","Gm20449"
"6430511E19Rik",0.000908298843100065,0.907503308259665,0.3,0.082,1,"MEINH2","6430511E19Rik"
"Gm47193",0.000951970474442873,0.862030161782396,0.25,0.056,1,"MEINH2","Gm47193"
"Gm37731",0.000973435827325941,0.552222941434072,0.2,0.034,1,"MEINH2","Gm37731"
"S100b",0.000979932098577102,0.494758833202223,0.95,0.721,1,"MEINH2","S100b"
"Slc4a1",0.00100383814603855,0.372649059366984,0.2,0.034,1,"MEINH2","Slc4a1"
"Exoc8",0.00112239924593865,0.874533802734457,0.55,0.245,1,"MEINH2","Exoc8"
"Vars2",0.00116167287659577,0.932595748460576,0.35,0.112,1,"MEINH2","Vars2"
"Prph",0.0011657783606005,1.1731197372298,0.25,0.06,1,"MEINH2","Prph"
"Pitpna",0.00122307644429768,0.261875963887349,1,0.97,1,"MEINH2","Pitpna"
"Ppp1r3d",0.00135379082607989,0.782706339319138,0.25,0.056,1,"MEINH2","Ppp1r3d"
"Gm7968",0.00138226914736954,0.72842514167139,0.15,0.021,1,"MEINH2","Gm7968"
"Traf6",0.00145455170310023,0.818243580843009,0.4,0.142,1,"MEINH2","Traf6"
"9430024E24Rik",0.00148642405120376,0.788142983597775,0.15,0.021,1,"MEINH2","9430024E24Rik"
"A430110C17Rik",0.00148642405120376,0.697126612393172,0.15,0.021,1,"MEINH2","A430110C17Rik"
"Rps11-ps3",0.00148642405120376,0.63457566212007,0.15,0.021,1,"MEINH2","Rps11-ps3"
"Cst6",0.00149041520926169,0.772942140378039,0.45,0.155,1,"MEINH2","Cst6"
"Mir219a-2",0.00154117016135022,0.914522063010814,0.15,0.021,1,"MEINH2","Mir219a-2"
"Gm43174",0.00154150007316763,0.806883407758354,0.2,0.039,1,"MEINH2","Gm43174"
"Gm8251",0.0015725519616023,0.693446986500007,0.1,0.009,1,"MEINH2","Gm8251"
"Rpl30-ps5",0.0015725519616023,0.633516174732941,0.1,0.009,1,"MEINH2","Rpl30-ps5"
"Gm5277",0.0015725519616023,0.519576841723212,0.1,0.009,1,"MEINH2","Gm5277"
"Gm44667",0.0016245496853344,0.715118054621863,0.3,0.082,1,"MEINH2","Gm44667"
"Gm9586",0.00165398836070191,0.66418443032989,0.1,0.009,1,"MEINH2","Gm9586"
"Duoxa1",0.00165398836070191,0.558492952651869,0.1,0.009,1,"MEINH2","Duoxa1"
"BC051408",0.00171674433352544,0.722054090569289,0.15,0.021,1,"MEINH2","BC051408"
"Gja3",0.00171674433352544,0.624616542462542,0.15,0.021,1,"MEINH2","Gja3"
"Csdc2",0.00172697790554558,-0.604371175057213,0.6,0.79,1,"MEINH2","Csdc2"
"Isg15",0.0017275565660622,0.895557477182557,0.2,0.039,1,"MEINH2","Isg15"
"Gm17308",0.00173928928255591,0.654040984851819,0.1,0.009,1,"MEINH2","Gm17308"
"Gm13534",0.00173928928255591,0.517392708344917,0.1,0.009,1,"MEINH2","Gm13534"
"Gm16758",0.00173928928255591,0.5129824081728,0.1,0.009,1,"MEINH2","Gm16758"
"Gm37760",0.00173928928255591,0.345428628218677,0.1,0.009,1,"MEINH2","Gm37760"
"Gm6773",0.00173928928255591,0.320796107474315,0.1,0.009,1,"MEINH2","Gm6773"
"Metrn",0.00175573830151544,0.859797630219274,0.5,0.206,1,"MEINH2","Metrn"
"Gm23119",0.00177923982005752,0.910470653315235,0.15,0.021,1,"MEINH2","Gm23119"
"Gm35405",0.00177923982005752,0.756530406953463,0.15,0.021,1,"MEINH2","Gm35405"
"Gm42632",0.00177923982005752,0.623582065541587,0.15,0.021,1,"MEINH2","Gm42632"
"Gm46633",0.0018286187155405,0.469789369076315,0.1,0.009,1,"MEINH2","Gm46633"
"Gm43794",0.00184382051558462,0.652403701996489,0.15,0.021,1,"MEINH2","Gm43794"
"Card9",0.00188091687493146,0.75713411522924,0.3,0.082,1,"MEINH2","Card9"
"Gm13392",0.00191054863260045,0.688217956331299,0.15,0.021,1,"MEINH2","Gm13392"
"Aldh3b2",0.00191054863260045,0.517321804899857,0.15,0.021,1,"MEINH2","Aldh3b2"
"Gm36899",0.00192214660196376,0.502009954328615,0.1,0.009,1,"MEINH2","Gm36899"
"A930005G22Rik",0.00192214660196376,0.38335899321734,0.1,0.009,1,"MEINH2","A930005G22Rik"
"Olfr1154",0.00192214660196376,0.212680998797187,0.1,0.009,1,"MEINH2","Olfr1154"
"Gm48706",0.00193002642310711,0.488483416296257,0.25,0.06,1,"MEINH2","Gm48706"
"Bbox1",0.00202284444430218,0.568052019406509,0.25,0.06,1,"MEINH2","Bbox1"
"Atg4d",0.00202998081283305,0.798726424231719,0.65,0.33,1,"MEINH2","Atg4d"
"Gm47815",0.002050703947299,0.283484747821458,0.15,0.021,1,"MEINH2","Gm47815"
"Syt7",0.0020579917494548,0.495017491601541,0.95,0.73,1,"MEINH2","Syt7"
"Gm49909",0.00210443093384616,-0.403389628653474,0.8,0.927,1,"MEINH2","Gm49909"
"Tm7sf3",0.00211161429995715,-1.16038069241507,0.15,0.485,1,"MEINH2","Tm7sf3"
"Nup214",0.00212896271648504,0.635153969176362,0.85,0.489,1,"MEINH2","Nup214"
"Znhit1",0.00228341718413969,0.485645300852561,0.95,0.695,1,"MEINH2","Znhit1"
"Gm37706",0.00230182498565351,0.795774501731956,0.3,0.086,1,"MEINH2","Gm37706"
"C130026I21Rik",0.00234828308634959,-0.385291293037179,0.05,0.412,1,"MEINH2","C130026I21Rik"
"Gstt1",0.00235636001349446,0.771252666184225,0.35,0.103,1,"MEINH2","Gstt1"
"Ahnak2",0.0023942773154498,0.750821709355061,0.5,0.219,1,"MEINH2","Ahnak2"
"Tfeb",0.00240970195157025,0.652020626263164,0.75,0.498,1,"MEINH2","Tfeb"
"Lgi3",0.0025106166455815,0.568031010001007,0.8,0.579,1,"MEINH2","Lgi3"
"Elovl7",0.00252112780515277,0.678776225057242,0.6,0.292,1,"MEINH2","Elovl7"
"Gm36445",0.00255140883016831,0.678525061581119,0.25,0.06,1,"MEINH2","Gm36445"
"Ank",0.00257916261604539,0.509465279743625,0.95,0.725,1,"MEINH2","Ank"
"Fgf13",0.00275800317217311,-0.617329027327539,0.65,0.85,1,"MEINH2","Fgf13"
"Aifm3.1",0.00276367537506518,0.678230553625512,0.85,0.506,1,"MEINH2","Aifm3"
"Snrpert",0.00286214203561937,-1.53432444715538,0,0.326,1,"MEINH2","Snrpert"
"Kdm8",0.00290756039653704,0.840081258278819,0.2,0.043,1,"MEINH2","Kdm8"
"Npc1",0.00291589354984089,0.684641172139749,0.65,0.356,1,"MEINH2","Npc1"
"Gm12224",0.0031483617111858,0.745859512540584,0.7,0.412,1,"MEINH2","Gm12224"
"Rpl7-ps9",0.00322744366345626,0.586715561653786,0.2,0.043,1,"MEINH2","Rpl7-ps9"
"Smad9",0.00324769452549481,0.621491254500497,0.6,0.296,1,"MEINH2","Smad9"
"Sox13",0.00335223595169706,0.546824016380475,0.3,0.086,1,"MEINH2","Sox13"
"Ago2",0.00335562048319668,0.297155482220908,0.95,0.88,1,"MEINH2","Ago2"
"Il4ra",0.00340977334698342,0.917856410439878,0.25,0.069,1,"MEINH2","Il4ra"
"Tusc3",0.00361438338476505,-0.596016537242306,0.55,0.777,1,"MEINH2","Tusc3"
"Gm33869",0.00363524220041346,0.739584340394399,0.25,0.069,1,"MEINH2","Gm33869"
"Prob1",0.00376255638999575,0.657123830529971,0.15,0.026,1,"MEINH2","Prob1"
"Gm43339",0.00388330114433822,0.676056928956878,0.15,0.026,1,"MEINH2","Gm43339"
"Pcnt",0.00399724341067998,0.694759174015182,0.65,0.378,1,"MEINH2","Pcnt"
"Gm12195",0.00400755542752663,0.732277104853046,0.15,0.026,1,"MEINH2","Gm12195"
"Irs1",0.00401433383306602,0.836669071211289,0.45,0.197,1,"MEINH2","Irs1"
"Syt5.1",0.00405376825707968,-1.10295072822049,0.2,0.545,1,"MEINH2","Syt5"
"Klc2",0.00405621763185796,0.486805717464963,0.9,0.725,1,"MEINH2","Klc2"
"Stmn1",0.00409355204091325,-0.303120928807376,0.85,0.94,1,"MEINH2","Stmn1"
"Gm45012.1",0.00413540865761938,0.501411188348907,0.15,0.026,1,"MEINH2","Gm45012"
"Agmat",0.00414664861798118,1.21429095672432,0.3,0.103,1,"MEINH2","Agmat"
"Slfn9",0.00419628042741119,0.919499670253488,0.35,0.137,1,"MEINH2","Slfn9"
"Mir6928",0.00426695212369404,0.859488161422777,0.15,0.026,1,"MEINH2","Mir6928"
"D930048N14Rik",0.00426695212369404,0.558163730215305,0.15,0.026,1,"MEINH2","D930048N14Rik"
"Ankrd65",0.00426695212369404,0.527019540879769,0.15,0.026,1,"MEINH2","Ankrd65"
"Nkx6-1",0.00426695212369404,0.336978504898226,0.15,0.026,1,"MEINH2","Nkx6-1"
"Cttnbp2nl",0.00435519794270808,0.68336932341515,0.6,0.3,1,"MEINH2","Cttnbp2nl"
"Col25a1",0.00437083630216789,-0.696293585779577,0.6,0.768,1,"MEINH2","Col25a1"
"Adcy9",0.00437430846256799,0.630082301285488,0.8,0.549,1,"MEINH2","Adcy9"
"Esrra",0.00439953428828734,0.604869708901552,0.8,0.489,1,"MEINH2","Esrra"
"Otulin",0.00445469715812384,0.493156237805562,0.85,0.691,1,"MEINH2","Otulin"
"Rbm47",0.00454509094564556,-0.716896129547453,0.1,0.421,1,"MEINH2","Rbm47"
"Smchd1",0.00466081428915424,0.492274998820695,0.95,0.807,1,"MEINH2","Smchd1"
"Capg",0.00467909762263146,0.729332362137069,0.25,0.069,1,"MEINH2","Capg"
"Gm43304",0.00468466545562203,0.504695896371456,0.15,0.026,1,"MEINH2","Gm43304"
"Gm26555",0.00480304505378971,0.828494754220348,0.2,0.047,1,"MEINH2","Gm26555"
"Grm6",0.00483192111309199,0.422627646104078,0.15,0.026,1,"MEINH2","Grm6"
"A930004D18Rik",0.00486023846650246,0.827146613696808,0.45,0.185,1,"MEINH2","A930004D18Rik"
"Lrrc9.1",0.00492703885649377,0.458923889906922,0.85,0.691,1,"MEINH2","Lrrc9"
"Gtf2h4",0.00501117350471262,0.847158002822057,0.45,0.193,1,"MEINH2","Gtf2h4"
"Gm10720",0.00513047727196243,-1.55017498652478,0,0.296,1,"MEINH2","Gm10720"
"Tent5c",0.00534922500763763,0.761182963172361,0.25,0.073,1,"MEINH2","Tent5c"
"Slc24a2.1",0.0054564423566155,0.348680586025341,1,0.914,1,"MEINH2","Slc24a2"
"Ndufs6",0.0054564423566155,0.210241047367923,1,0.914,1,"MEINH2","Ndufs6"
"6330403K07Rik.1",0.00547857914276959,-0.357706509246941,0.8,0.884,1,"MEINH2","6330403K07Rik"
"Vamp1",0.00555586476098801,0.305029633776286,1,0.897,1,"MEINH2","Vamp1"
"Sap18b",0.00556485326143811,-1.12363175050447,0,0.292,1,"MEINH2","Sap18b"
"Prdx4",0.00568260855292383,0.763773291157784,0.55,0.262,1,"MEINH2","Prdx4"
"Slc25a37",0.00568995414205979,0.714197006729819,0.5,0.223,1,"MEINH2","Slc25a37"
"Tox2",0.00577198187699542,-0.596650460644327,0.55,0.803,1,"MEINH2","Tox2"
"Gm8109.1",0.00583720990412228,-1.1440520344853,0.05,0.343,1,"MEINH2","Gm8109"
"Gm14830",0.00588009818528947,0.699896432258161,0.3,0.099,1,"MEINH2","Gm14830"
"Srrt",0.00593095153126345,0.554410639623693,0.9,0.622,1,"MEINH2","Srrt"
"Gm12873.1",0.00594172385780796,-0.837051301996706,0.2,0.524,1,"MEINH2","Gm12873"
"Tac1",0.00603294280266864,-1.67991854467511,0,0.288,1,"MEINH2","Tac1"
"Sap18",0.006046816932939,-0.552603262304079,0.55,0.768,1,"MEINH2","Sap18"
"Asah2",0.00613994523221743,0.661336980409899,0.6,0.356,1,"MEINH2","Asah2"
"Arhgap36",0.00632045115279672,0.849373719818949,0.3,0.103,1,"MEINH2","Arhgap36"
"Dner",0.00638570540571257,-0.409749580342835,0.9,0.957,1,"MEINH2","Dner"
"Ttc38",0.00650348570562381,0.653625235648668,0.4,0.155,1,"MEINH2","Ttc38"
"Prkaa1",0.00656104708720913,0.800454591150347,0.55,0.3,1,"MEINH2","Prkaa1"
"C230096K16Rik",0.00664752093699123,0.628181666360267,0.1,0.013,1,"MEINH2","C230096K16Rik"
"Gm15910",0.00664752093699123,0.553213732182834,0.1,0.013,1,"MEINH2","Gm15910"
"Gclc.1",0.00670834182188295,0.682778471144628,0.7,0.416,1,"MEINH2","Gclc"
"Scel",0.00675781076244388,0.440654775090115,0.45,0.193,1,"MEINH2","Scel"
"Lmo1.1",0.00676381427948426,-1.17943437265541,0.2,0.476,1,"MEINH2","Lmo1"
"Ppp1r12c",0.00686014282461451,0.664900327215042,0.7,0.429,1,"MEINH2","Ppp1r12c"
"Gm30108.1",0.00691733510527546,0.88201291952044,0.1,0.013,1,"MEINH2","Gm30108"
"AA413626",0.00691733510527546,0.713517373351721,0.1,0.013,1,"MEINH2","AA413626"
"Gm2832",0.00691733510527546,0.678158666699087,0.1,0.013,1,"MEINH2","Gm2832"
"Gm9785",0.00691733510527546,0.584561838329514,0.1,0.013,1,"MEINH2","Gm9785"
"Gm12922",0.00691733510527546,0.479044499734567,0.1,0.013,1,"MEINH2","Gm12922"
"Sowahb",0.00697188682276228,0.695642936944967,0.2,0.052,1,"MEINH2","Sowahb"
"Gm13617",0.00714757561090889,0.776466581713303,0.45,0.185,1,"MEINH2","Gm13617"
"Efcab9",0.00719441899839076,0.563648378061177,0.2,0.047,1,"MEINH2","Efcab9"
"Gm24927",0.00719694682707948,0.738813544280233,0.1,0.013,1,"MEINH2","Gm24927"
"Prdm13",0.00719694682707948,0.732038910473073,0.1,0.013,1,"MEINH2","Prdm13"
"Tcap",0.00719694682707948,0.70197788717766,0.1,0.013,1,"MEINH2","Tcap"
"Gm48296",0.00719694682707948,0.647651152184752,0.1,0.013,1,"MEINH2","Gm48296"
"Prdm12",0.00719694682707948,0.559201327812239,0.1,0.013,1,"MEINH2","Prdm12"
"Gm12977",0.00719694682707948,0.532702719823414,0.1,0.013,1,"MEINH2","Gm12977"
"Gm10300",0.00719694682707948,0.5086931353042,0.1,0.013,1,"MEINH2","Gm10300"
"Gm14317",0.00719694682707948,0.490055190172474,0.1,0.013,1,"MEINH2","Gm14317"
"Gm44625",0.00719694682707948,0.488878495806816,0.1,0.013,1,"MEINH2","Gm44625"
"Gm46455",0.00719694682707948,0.438867230825987,0.1,0.013,1,"MEINH2","Gm46455"
"Vmn2r104",0.00719694682707948,0.435640698529171,0.1,0.013,1,"MEINH2","Vmn2r104"
"Vmn1r38",0.00719694682707948,0.37834200655528,0.1,0.013,1,"MEINH2","Vmn1r38"
"Vmn2r115",0.00719694682707948,0.309383384070832,0.1,0.013,1,"MEINH2","Vmn2r115"
"Dnah14",0.00723793029430387,0.527697532508573,0.6,0.33,1,"MEINH2","Dnah14"
"Arf4",0.00724809972999882,-0.508704382773332,0.6,0.79,1,"MEINH2","Arf4"
"Lgals8",0.00732313066823027,0.608349315757853,0.75,0.433,1,"MEINH2","Lgals8"
"Sema3b",0.00734084421859144,0.279103899900269,0.25,0.073,1,"MEINH2","Sema3b"
"Msantd1",0.00735110473094623,0.73266101976657,0.55,0.258,1,"MEINH2","Msantd1"
"Uba6",0.00738535645323321,0.572739078480172,0.75,0.472,1,"MEINH2","Uba6"
"Gm10634",0.00738684347356484,-0.71235246912834,0.05,0.348,1,"MEINH2","Gm10634"
"Gm47116",0.00746085205987307,0.626040056206653,0.2,0.052,1,"MEINH2","Gm47116"
"Gm15397",0.00748666133757149,0.583998707660548,0.1,0.013,1,"MEINH2","Gm15397"
"Gm44746",0.00748666133757149,0.532161352789253,0.1,0.013,1,"MEINH2","Gm44746"
"Olfr770",0.00748666133757149,0.498078710750216,0.1,0.013,1,"MEINH2","Olfr770"
"Cd177",0.00748666133757149,0.492776587851907,0.1,0.013,1,"MEINH2","Cd177"
"Gm15530",0.00748666133757149,0.389786518467605,0.1,0.013,1,"MEINH2","Gm15530"
"Gm42962",0.00748666133757149,0.386908852010467,0.1,0.013,1,"MEINH2","Gm42962"
"Toporsl",0.00748666133757149,0.200187894596142,0.1,0.013,1,"MEINH2","Toporsl"
"C130089K02Rik",0.0074960393936905,0.505438006307449,0.3,0.103,1,"MEINH2","C130089K02Rik"
"Slc6a5",0.00756679547392932,0.683162128703675,0.55,0.292,1,"MEINH2","Slc6a5"
"Ttll7",0.00758101914345156,0.283060855415774,0.95,0.854,1,"MEINH2","Ttll7"
"Tmod4",0.00762376774959121,0.860942798053396,0.3,0.103,1,"MEINH2","Tmod4"
"Nell1os",0.00766407773724502,-0.962168317363709,0,0.275,1,"MEINH2","Nell1os"
"Myef2",0.00766739613662886,-0.649992428582596,0.5,0.687,1,"MEINH2","Myef2"
"Jpt1",0.00772619488821147,-0.698307385119119,0.5,0.73,1,"MEINH2","Jpt1"
"Gm15029",0.0077867913129511,0.703531267541408,0.1,0.013,1,"MEINH2","Gm15029"
"Gm24762",0.0077867913129511,0.67351261301736,0.1,0.013,1,"MEINH2","Gm24762"
"Krt24",0.0077867913129511,0.549718577926227,0.1,0.013,1,"MEINH2","Krt24"
"Mir369",0.0077867913129511,0.536643922754455,0.1,0.013,1,"MEINH2","Mir369"
"Gm6934",0.0077867913129511,0.485374117131642,0.1,0.013,1,"MEINH2","Gm6934"
"RP23-414G6.4",0.0077867913129511,0.460587697838018,0.1,0.013,1,"MEINH2","RP23-414G6.4"
"Gm16519",0.0077867913129511,0.397149244060176,0.1,0.013,1,"MEINH2","Gm16519"
"Mkrn3",0.0077867913129511,0.381173497998161,0.1,0.013,1,"MEINH2","Mkrn3"
"Gm46313",0.0077867913129511,0.366584321837345,0.1,0.013,1,"MEINH2","Gm46313"
"Gm40923",0.0077867913129511,0.332375594709277,0.1,0.013,1,"MEINH2","Gm40923"
"Gm18078",0.0077867913129511,0.297851502165172,0.1,0.013,1,"MEINH2","Gm18078"
"Nipal4",0.00790464507877615,0.843753771274822,0.25,0.077,1,"MEINH2","Nipal4"
"Gm44894.1",0.00792631178417901,0.528820502931946,0.15,0.03,1,"MEINH2","Gm44894"
"Bcl11b",0.00798856065850367,-1.05562272824171,0.3,0.528,1,"MEINH2","Bcl11b"
"Utp14a",0.00804495431447564,0.630561439253466,0.7,0.455,1,"MEINH2","Utp14a"
"9330198I05Rik",0.00809765697209767,0.331675842195432,0.1,0.013,1,"MEINH2","9330198I05Rik"
"Cd19",0.00809765697209767,0.247752426998366,0.1,0.013,1,"MEINH2","Cd19"
"Pax2",0.00811295724193038,0.748338664516547,0.5,0.258,1,"MEINH2","Pax2"
"Gm3002",0.0081507528994995,0.426474114149941,0.15,0.03,1,"MEINH2","Gm3002"
"D9Wsu149",0.00815930385248055,0.574097465243877,0.3,0.094,1,"MEINH2","D9Wsu149"
"Hebp2",0.00818512860618569,0.583910602425044,0.35,0.124,1,"MEINH2","Hebp2"
"Cbarp",0.00829934549008012,-0.352076104273425,0.8,0.85,1,"MEINH2","Cbarp"
"Zfp459",0.00830853782751293,0.421273900382939,0.3,0.099,1,"MEINH2","Zfp459"
"Pcdhgb4",0.00834445063253963,0.518498305982972,0.2,0.052,1,"MEINH2","Pcdhgb4"
"Vmn2r121",0.00838086551073058,0.473238270414442,0.15,0.03,1,"MEINH2","Vmn2r121"
"Ccn2",0.00840463249864181,0.484714763718606,0.25,0.073,1,"MEINH2","Ccn2"
"Gm17146",0.00841958617651726,0.420736697163101,0.1,0.013,1,"MEINH2","Gm17146"
"Gm26783",0.00841958617651726,0.416521633898247,0.1,0.013,1,"MEINH2","Gm26783"
"Gm4792",0.00841958617651726,0.40194251845751,0.1,0.013,1,"MEINH2","Gm4792"
"Gm13184",0.00841958617651726,0.400969278385772,0.1,0.013,1,"MEINH2","Gm13184"
"Gm12963",0.00853201385707371,0.640302372380959,0.2,0.052,1,"MEINH2","Gm12963"
"Foxo4",0.00853201385707371,0.453792593680911,0.2,0.052,1,"MEINH2","Foxo4"
"Gm42843",0.0085673637498438,0.388625512998505,0.25,0.073,1,"MEINH2","Gm42843"
"Gm37401",0.0086036316122167,-0.669663872920252,0.45,0.712,1,"MEINH2","Gm37401"
"Rpl31",0.00860827240713694,-0.307564446158874,0.8,0.893,1,"MEINH2","Rpl31"
"Gm45457",0.00861677194428953,0.533121097555043,0.15,0.03,1,"MEINH2","Gm45457"
"Cdca5",0.00861677194428953,0.527519038268167,0.15,0.03,1,"MEINH2","Cdca5"
"Rtn4rl1",0.00869364300256223,-0.875929071216804,0.3,0.575,1,"MEINH2","Rtn4rl1"
"Plekha3",0.00869806263940144,0.664561927543255,0.6,0.318,1,"MEINH2","Plekha3"
"Rpl15-ps5",0.00872333768295775,0.577439498217869,0.2,0.052,1,"MEINH2","Rpl15-ps5"
"Zcchc12.1",0.00881022583452758,-0.613325893564523,0.55,0.734,1,"MEINH2","Zcchc12"
"Ttn",0.00883503495692995,-0.555691072999406,0.05,0.343,1,"MEINH2","Ttn"
"Rasgrf2",0.00884320851397752,0.465155159618529,0.9,0.644,1,"MEINH2","Rasgrf2"
"Gm11472.1",0.00885859656269576,0.51188998462304,0.15,0.03,1,"MEINH2","Gm11472"
