"","PatchSeq.p_val","PatchSeq.avg_log2FC","PatchSeq.pct.1","PatchSeq.pct.2","PatchSeq.p_val_adj","gene"
"Slc17a6",2.5817290584137e-23,0.93966720469998,0.94,0.669,7.43976862763076e-19,"Slc17a6"
"Gad1",5.11477626576694e-21,-1.04532128911165,0.573,0.934,1.47392507650606e-16,"Gad1"
"Gad2",2.57113801287081e-19,-0.93581744209247,0.684,0.919,7.40924841168982e-15,"Gad2"
"Nrn1",3.1487615639247e-17,0.899233889425666,0.906,0.537,9.07378619876181e-13,"Nrn1"
"Cacna2d1",3.72417789861553e-12,0.68766137011985,0.923,0.809,1.07319634504404e-07,"Cacna2d1"
"Shox2",7.92584760960485e-12,0.948395147425329,0.778,0.39,2.28399150565983e-07,"Shox2"
"Gad1os",7.97660685583125e-12,-1.07186773543139,0.188,0.603,2.29861879764489e-07,"Gad1os"
"Rpp25",1.96794225746809e-10,-1.28884060090428,0.145,0.522,5.6710192033458e-06,"Rpp25"
"Asic4",6.64427014437074e-10,-1.21155533935399,0.197,0.529,1.91467932750332e-05,"Asic4"
"Gata3",1.33118400346504e-09,-0.494981040811824,0.761,0.904,3.8360729427852e-05,"Gata3"
"Syt4",1.64508889392689e-09,0.394392241942619,0.966,0.846,4.74065266562913e-05,"Syt4"
"Lhx1os",1.71347509373518e-09,-1.29023381643108,0.145,0.493,4.93772117761667e-05,"Lhx1os"
"Car10",7.69204375534691e-09,0.396341492403052,0.983,0.956,0.000221661624897832,"Car10"
"Adcyap1",1.08600391848917e-08,1.30462694524927,0.359,0.081,0.000312953749191025,"Adcyap1"
"Fars2",2.24075799860869e-08,0.539117975652156,0.974,0.794,0.000645719232459066,"Fars2"
"Sez6",3.55671880294339e-08,0.485133153922553,0.889,0.721,0.0010249396574442,"Sez6"
"Gm13256",4.09709068010433e-08,-1.47615533752728,0.068,0.353,0.00118065862128566,"Gm13256"
"Slc32a1",4.68711563881931e-08,-0.734571762086765,0.436,0.728,0.00135068611363856,"Slc32a1"
"Nptx2",5.48286482020462e-08,1.06061615083528,0.47,0.184,0.00157999715523836,"Nptx2"
"Pou4f1",1.14977660058603e-07,1.11244096802603,0.453,0.154,0.00331331122990876,"Pou4f1"
"Lhx9",1.33427769335474e-07,1.02383233576365,0.504,0.235,0.00384498802894034,"Lhx9"
"Otx2",1.88976519860267e-07,-1.11281360277094,0.214,0.485,0.00544573637281331,"Otx2"
"Tmem163",1.91556687595503e-07,0.641182494982232,0.803,0.647,0.00552008906643962,"Tmem163"
"Cartpt",2.81207599543144e-07,1.27393979557833,0.368,0.11,0.00810355939603478,"Cartpt"
"Ap1s2",4.69691074457792e-07,0.4416325190887,0.889,0.706,0.0135350876926502,"Ap1s2"
"Chrna3",6.01111467911508e-07,-1.16123055146418,0.026,0.243,0.0173222291708059,"Chrna3"
"Barhl1",6.96572581712008e-07,1.00588715695522,0.402,0.132,0.0200731320871949,"Barhl1"
"Nrxn3",8.19503782020702e-07,-0.307152213689776,0.974,1,0.0236156404864906,"Nrxn3"
"Ets2",1.02745733762183e-06,0.599785023651583,0.778,0.463,0.0296082380982482,"Ets2"
"Tcf7l2",1.12308225496788e-06,0.528672279749285,0.846,0.706,0.0323638613414094,"Tcf7l2"
"Sox14",1.32785878764068e-06,-1.09301406853078,0.12,0.375,0.0382649066834414,"Sox14"
"Calb1",1.424254572636e-06,0.625035817148928,0.709,0.559,0.0410427440196516,"Calb1"
"1700086L19Rik",1.67704674227726e-06,0.915984415699872,0.496,0.25,0.0483274559722038,"1700086L19Rik"
"Nxph4",1.8535881530668e-06,1.14164846073954,0.342,0.11,0.053414849806926,"Nxph4"
"Fxyd7",2.10896702226941e-06,0.39521795374245,0.872,0.669,0.0607741026807377,"Fxyd7"
"Fgf13",3.03800175342994e-06,0.458877013436349,0.889,0.787,0.0875460965285906,"Fgf13"
"Pax7",4.11174244498629e-06,-0.919809525725294,0.222,0.463,0.11848808203717,"Pax7"
"Cpne6",4.67015832309981e-06,0.577378467164755,0.744,0.507,0.134579952396767,"Cpne6"
"Cdh13",5.6252649275935e-06,0.441030398921643,0.957,0.831,0.162103259418462,"Cdh13"
"Grm4",8.82655197675414e-06,0.624067997410618,0.632,0.382,0.254354748314124,"Grm4"
"Ppp3r1",9.04267848716082e-06,0.266115900847385,0.957,0.86,0.260582865964513,"Ppp3r1"
"Gm47692",9.2652051252141e-06,0.679837094220777,0.171,0.015,0.266995416093295,"Gm47692"
"Pnoc",9.64674541341142e-06,-0.973105374580091,0.162,0.39,0.277990262578277,"Pnoc"
"Lhx2",9.6503392438217e-06,0.759063606957141,0.47,0.213,0.27809382598921,"Lhx2"
"Flot2",1.0640298160981e-05,0.465771151082833,0.778,0.61,0.30662147210499,"Flot2"
"Gm13584",1.18832388494465e-05,1.01898177875939,0.231,0.044,0.3424392939245,"Gm13584"
"Dkk3",1.21901974033199e-05,0.777910212871198,0.556,0.353,0.351284918571469,"Dkk3"
"Gap43",1.30796617923687e-05,0.207950314202491,0.991,0.926,0.376916613870689,"Gap43"
"Lef1",1.41109737112689e-05,0.487590407048924,0.812,0.625,0.406635929437635,"Lef1"
"Tctn3",1.48477120262726e-05,0.82820601941365,0.402,0.154,0.427866517461097,"Tctn3"
"Dclk3",2.21212305659916e-05,0.895686500175063,0.419,0.199,0.637467501220179,"Dclk3"
"Ebf1",2.43082648676272e-05,0.526435730416261,0.803,0.721,0.700491268690414,"Ebf1"
"Barhl2",2.56197783486235e-05,0.871685991939208,0.308,0.103,0.738285152672283,"Barhl2"
"Gm24289",3.07077573257317e-05,0.883276512538787,0.41,0.184,0.884905442855609,"Gm24289"
"Ldb2",3.1581044884327e-05,0.482077252821995,0.863,0.721,0.910070970431652,"Ldb2"
"Polr1e",3.31543498217066e-05,0.76105386431496,0.453,0.221,0.955408898812119,"Polr1e"
"Palld",3.67489663411795e-05,0.410000714322289,0.821,0.632,1,"Palld"
"Ephb1",3.68712177387815e-05,0.455102861787755,0.855,0.728,1,"Ephb1"
"Il34",3.74021384738126e-05,0.652861204585319,0.607,0.426,1,"Il34"
"Sez6l",4.32904284328421e-05,0.44274299697842,0.803,0.669,1,"Sez6l"
"Id4",4.97033753216499e-05,0.492316949956207,0.752,0.596,1,"Id4"
"Tal1",5.22448723054206e-05,-0.746993852979302,0.128,0.353,1,"Tal1"
"Gm28050",5.37649804484203e-05,0.653115395856279,0.504,0.265,1,"Gm28050"
"Mafk",5.90065179937433e-05,0.758621456010142,0.316,0.103,1,"Mafk"
"Mrpl1",6.14819182362707e-05,0.652974214985774,0.496,0.257,1,"Mrpl1"
"Gas7",6.34045596407938e-05,0.309334097849491,0.94,0.86,1,"Gas7"
"Glp2r",6.53967386334696e-05,0.390494743989178,0.846,0.757,1,"Glp2r"
"Nrgn",6.77390093269106e-05,0.232206122941341,0.966,0.875,1,"Nrgn"
"Csrnp1",7.81507015258113e-05,0.759395280316474,0.265,0.081,1,"Csrnp1"
"Ubl4a",8.21404901001632e-05,0.543207513021298,0.641,0.449,1,"Ubl4a"
"Ankfn1",8.93153489215201e-05,0.493771035532362,0.641,0.412,1,"Ankfn1"
"Pcsk1",9.52642566067293e-05,0.747305419042911,0.41,0.206,1,"Pcsk1"
"Bcl11b",9.98698374837603e-05,0.621068649432934,0.598,0.434,1,"Bcl11b"
"Mab21l2",0.000100091210714953,0.741674987709092,0.333,0.132,1,"Mab21l2"
"Nell2",0.000100879084426214,0.450099621342019,0.897,0.779,1,"Nell2"
"Cntn1",0.000101676377339234,0.236466126104562,0.957,0.89,1,"Cntn1"
"Gm14205",0.000101914751391902,-1.19356874550766,0.017,0.162,1,"Gm14205"
"Gabra1",0.000121392266323447,0.270429746138296,0.966,0.853,1,"Gabra1"
"Slc6a1",0.000122656165763276,-0.359209339926813,0.778,0.875,1,"Slc6a1"
"Gm27199",0.000125777674028924,-0.922415565914454,0.111,0.301,1,"Gm27199"
"Tuba4a",0.00013065271743156,0.276167123657063,0.957,0.794,1,"Tuba4a"
"Camkv",0.000132800407962155,0.406759295122442,0.821,0.654,1,"Camkv"
"Rap1gds1",0.0001387705327422,0.218723792345587,0.932,0.89,1,"Rap1gds1"
"Zfpm2",0.000140118714470817,-0.384981708205614,0.889,0.919,1,"Zfpm2"
"Col25a1",0.000142222025701078,0.460365824991023,0.829,0.691,1,"Col25a1"
"Lgi1",0.000148112722223755,0.465820281243505,0.795,0.654,1,"Lgi1"
"Ppp1r15a",0.00015376132820948,0.684775512889273,0.479,0.265,1,"Ppp1r15a"
"Efr3b",0.000158731196996766,0.339982597765771,0.88,0.735,1,"Efr3b"
"Usp5",0.000158834170316651,0.37342478568745,0.812,0.662,1,"Usp5"
"Uncx",0.000160655945535964,-0.713081482745528,0.051,0.221,1,"Uncx"
"Rab39b",0.000165211872799426,0.564937784987607,0.598,0.375,1,"Rab39b"
"Lef1os1",0.000173188189534231,0.632265795406242,0.316,0.125,1,"Lef1os1"
"Tpd52l1",0.00018026486930264,0.304548509163162,1,0.963,1,"Tpd52l1"
"Otx2os1",0.000182552535413532,-0.712349077317792,0.376,0.581,1,"Otx2os1"
"Gm12426",0.000185246675496112,0.779757934955748,0.12,0.007,1,"Gm12426"
"Lmo1",0.000190462348301946,-0.610430410407568,0.359,0.537,1,"Lmo1"
"Rab11a",0.000202038815950112,0.339891440110362,0.897,0.721,1,"Rab11a"
"Ppp1r21",0.000209605825664517,0.545164116377739,0.564,0.316,1,"Ppp1r21"
"Pcdh20",0.000218832384917596,-0.736235433200455,0.094,0.272,1,"Pcdh20"
"Gabrb2",0.000219965875552829,0.404933235097536,0.846,0.676,1,"Gabrb2"
"Cbln2",0.000229228816834819,0.604039236968636,0.547,0.324,1,"Cbln2"
"Ccdc92",0.000246293032902394,0.29188460710982,0.906,0.801,1,"Ccdc92"
"Gm25394",0.000248071862715023,0.910121864861113,0.214,0.059,1,"Gm25394"
"D130043K22Rik",0.000248911529133004,0.574942607536581,0.538,0.331,1,"D130043K22Rik"
"Gad1-ps",0.000250196804466271,-0.510143724397658,0.034,0.176,1,"Gad1-ps"
"Trio",0.000267536057664889,0.345275561294751,0.88,0.757,1,"Trio"
"Phf20l1",0.000275296198580283,0.406338189609796,0.821,0.647,1,"Phf20l1"
"Unc13b",0.00028360947687233,0.204036782474068,0.966,0.956,1,"Unc13b"
"Btbd10",0.000285489095395142,0.469018378116346,0.701,0.515,1,"Btbd10"
"Gm42972",0.000291352810545176,0.507972953693404,0.162,0.029,1,"Gm42972"
"Kcnq2",0.000303423856163447,0.455425380045315,0.735,0.515,1,"Kcnq2"
"Larp1b",0.000307558723759574,0.465068805079059,0.692,0.507,1,"Larp1b"
"Phb",0.00031985679021619,0.422934135503056,0.786,0.559,1,"Phb"
"Syndig1l",0.000322043440291928,-0.744349145938764,0.162,0.353,1,"Syndig1l"
"Tafa1",0.000322578333173235,0.460769376161715,0.863,0.772,1,"Tafa1"
"B230209E15Rik",0.000333905315706462,0.320621032678616,0.88,0.779,1,"B230209E15Rik"
"Tra2b",0.000335589909168586,0.385744566259836,0.846,0.654,1,"Tra2b"
"Pcsk2os1",0.000344911235910562,0.319373589323076,0.88,0.713,1,"Pcsk2os1"
"Junb",0.000361950686054674,0.385596042509702,0.795,0.618,1,"Junb"
"Wdr92",0.000364494611368067,0.22656546964588,1,0.897,1,"Wdr92"
"Gm36200",0.000374756976740411,0.395462932312976,0.803,0.566,1,"Gm36200"
"Gm26871",0.000419953313530671,0.446991491464745,0.718,0.529,1,"Gm26871"
"Gm28153",0.000430162499827782,0.374754102382709,0.735,0.529,1,"Gm28153"
"Ptpre",0.000431976471553816,0.475413206789035,0.65,0.463,1,"Ptpre"
"Gm15894",0.000438726045303447,0.92369486212171,0.256,0.096,1,"Gm15894"
"Panx2",0.000444227099718398,0.532539233481372,0.581,0.382,1,"Panx2"
"Cabp7",0.000446076266243627,0.554784755566417,0.59,0.419,1,"Cabp7"
"Rab10",0.000448023321847401,0.346450805664237,0.812,0.691,1,"Rab10"
"Map6",0.000472671227009518,0.358879031942188,0.829,0.669,1,"Map6"
"Zc3h15",0.000474525145881899,0.244496709412573,0.983,0.853,1,"Zc3h15"
"Gm5857",0.000485297614958752,0.605809412165379,0.154,0.029,1,"Gm5857"
"Rras2",0.000487907542915168,0.578476861513961,0.385,0.191,1,"Rras2"
"Gm42723",0.000488477904522549,0.685653743722536,0.427,0.235,1,"Gm42723"
"Slc30a3",0.000497921952779962,-0.792544783058006,0.188,0.36,1,"Slc30a3"
"Camk2a",0.000515958744953311,0.230810426676959,0.949,0.882,1,"Camk2a"
"Tmem29",0.00051690229832278,0.413753726474698,0.692,0.441,1,"Tmem29"
"B930095G15Rik",0.000519652189010005,0.593561804732994,0.427,0.235,1,"B930095G15Rik"
"Tacr1",0.000523756136434365,0.624411925844151,0.521,0.346,1,"Tacr1"
"Igsf21",0.000530958585868657,-0.573070427974812,0.513,0.647,1,"Igsf21"
"Hs6st2",0.0005332878738145,0.404300208790854,0.761,0.603,1,"Hs6st2"
"Nell1os",0.000539492630622179,0.498681694978313,0.359,0.162,1,"Nell1os"
"Rasgef1a",0.000544640604642136,0.392662094035404,0.744,0.581,1,"Rasgef1a"
"Hnrnpr",0.00056200132368157,0.359442639260032,0.838,0.735,1,"Hnrnpr"
"Gm15063",0.000566828604709228,0.630515827527582,0.521,0.316,1,"Gm15063"
"L1cam",0.00057609382027347,0.445280521160847,0.684,0.551,1,"L1cam"
"Kctd12",0.000578709732966364,0.478852433286984,0.436,0.228,1,"Kctd12"
"Shisa9",0.000580431749396808,0.419981812618224,0.778,0.632,1,"Shisa9"
"Nab2",0.000589400085156696,0.735183008189774,0.222,0.074,1,"Nab2"
"Gm49566",0.000591947318452949,0.854792496082654,0.137,0.022,1,"Gm49566"
"Ppp2r5a",0.000595235324903243,0.349087175636358,0.769,0.632,1,"Ppp2r5a"
"Mlf1",0.000599687801496329,0.847999775202697,0.274,0.118,1,"Mlf1"
"Plk3",0.000602540392466186,0.766465609783693,0.316,0.14,1,"Plk3"
"Lpcat3",0.00061625057075441,0.541626902899357,0.368,0.169,1,"Lpcat3"
"Gm11574",0.000621855881053927,0.59572858211663,0.521,0.316,1,"Gm11574"
"Pcdhb3",0.000624984411968929,-0.509662369044509,0.009,0.118,1,"Pcdhb3"
"Zzz3",0.000632086648679257,0.502682645924633,0.556,0.353,1,"Zzz3"
"Ubr5",0.000654982433046423,0.386630285941019,0.778,0.618,1,"Ubr5"
"Nkapl",0.000661733852241771,0.583041854683457,0.103,0.007,1,"Nkapl"
"Gm22649",0.000673252280680105,0.640084915622729,0.12,0.015,1,"Gm22649"
"Cckbr",0.00069158093981492,0.37798168825481,0.769,0.625,1,"Cckbr"
"Lrrc4c",0.0006918426715371,0.226008533224311,0.991,0.993,1,"Lrrc4c"
"Gm43229",0.000695239140648349,0.370244823186228,0.103,0.007,1,"Gm43229"
"Nap1l2",0.00070641134977525,0.276469680622404,0.906,0.779,1,"Nap1l2"
"Tbp",0.00073356432573248,0.446992412431278,0.444,0.243,1,"Tbp"
"Dnah10",0.000734747026347117,0.560877441547837,0.496,0.316,1,"Dnah10"
"Gm37602",0.000759146504992023,0.778542657645194,0.222,0.081,1,"Gm37602"
"Gabrg2",0.00076257550006571,0.29722833897492,0.906,0.772,1,"Gabrg2"
"Ccdc69",0.000764007062908493,0.441463637224041,0.145,0.029,1,"Ccdc69"
"Gm44781",0.000768672549629776,-0.674502135142176,0.265,0.419,1,"Gm44781"
"Begain",0.000769988798293518,0.457849504015324,0.675,0.441,1,"Begain"
"Jph3",0.000774890010206959,0.33597941500821,0.829,0.691,1,"Jph3"
"Gm6682",0.000779777372341054,0.476383104687344,0.342,0.154,1,"Gm6682"
"Nap1l1",0.000784584778813754,0.200016978620656,0.94,0.912,1,"Nap1l1"
"Gm47882",0.000816663494225295,0.368936696592742,0.214,0.066,1,"Gm47882"
"Ankdd1a",0.000825074385850612,0.665897125318899,0.239,0.088,1,"Ankdd1a"
"Chtop",0.000834182267906536,0.427256270498106,0.692,0.507,1,"Chtop"
"Ccdc184",0.00083486243172837,0.317505524483672,0.761,0.669,1,"Ccdc184"
"Stx1a",0.000842700630962881,0.522928264949668,0.556,0.36,1,"Stx1a"
"Egr1",0.00088003733254957,0.216011213445646,0.855,0.816,1,"Egr1"
"Plekha8",0.000884486234907563,0.428488243809794,0.59,0.368,1,"Plekha8"
"Mapk4",0.000885089857941555,0.461401850049131,0.632,0.449,1,"Mapk4"
"A530013C23Rik",0.000888200519081367,0.575410658078206,0.171,0.044,1,"A530013C23Rik"
"Egr4",0.000891971439989128,0.717477072637318,0.299,0.125,1,"Egr4"
"Il1r2",0.000899805504864617,-0.669468296064427,0.12,0.279,1,"Il1r2"
"Klf7",0.000921278338097834,0.402871078984804,0.726,0.596,1,"Klf7"
"Dscaml1",0.000936103359253765,0.545136532603927,0.65,0.529,1,"Dscaml1"
"Bdnf",0.00093805116681867,0.585175585567086,0.487,0.316,1,"Bdnf"
"Gm4799",0.000938877301969186,0.552325279884445,0.197,0.059,1,"Gm4799"
"Pcsk2os2",0.000978360704116166,0.530796381323433,0.479,0.287,1,"Pcsk2os2"
"Tubb4b",0.00101335889334978,0.214404718586821,0.889,0.824,1,"Tubb4b"
"Gm9844",0.00101418480118481,0.474705525492444,0.581,0.368,1,"Gm9844"
"Arc",0.00101523718328621,0.745634891771829,0.299,0.14,1,"Arc"
"A330015K06Rik",0.00101523718328621,0.456808827716644,0.299,0.14,1,"A330015K06Rik"
"Emx2",0.00104100841006276,-0.816642855906692,0.085,0.228,1,"Emx2"
"Tafa2",0.00105475212052086,0.28359863669397,0.932,0.846,1,"Tafa2"
"Gm4332",0.00106678001926764,0.399001368435614,0.641,0.478,1,"Gm4332"
"Acsl4",0.00106986859276369,0.363072227259776,0.752,0.61,1,"Acsl4"
"Pls3",0.00107615078044226,0.437901377718445,0.667,0.529,1,"Pls3"
"Ddx47",0.0010824875826924,0.511917596566502,0.581,0.412,1,"Ddx47"
"Fkbp1a",0.0010846700168912,0.208910245627986,0.991,0.875,1,"Fkbp1a"
"Gm14204",0.00109694888337665,-0.755980678622609,0.205,0.368,1,"Gm14204"
"Islr2",0.00109874910930646,0.53939623109794,0.188,0.059,1,"Islr2"
"Sos1",0.00110478427737358,0.380056273862716,0.769,0.647,1,"Sos1"
"Irgq",0.00112956744812329,0.44099977578426,0.496,0.279,1,"Irgq"
"Uhrf1bp1",0.00113115711649127,0.53590944959327,0.291,0.125,1,"Uhrf1bp1"
"Erf",0.00115093370201658,0.58246594580972,0.179,0.051,1,"Erf"
"Cab39",0.00115349384622623,0.283471974807653,0.838,0.735,1,"Cab39"
"Sema4c",0.00116085774730124,0.6212912876168,0.214,0.074,1,"Sema4c"
"Car7",0.00120193261424607,0.585782266540777,0.239,0.088,1,"Car7"
"Slc7a6",0.00121063690475988,0.664671837306029,0.419,0.265,1,"Slc7a6"
"Dusp11",0.00121393018614431,0.474709793039469,0.624,0.463,1,"Dusp11"
"Rtn4r",0.00122389184029315,0.746806784256603,0.316,0.162,1,"Rtn4r"
"Gm44676",0.00122736382275748,0.591421730605366,0.35,0.184,1,"Gm44676"
"L3mbtl1",0.00123728808168146,0.577907686397844,0.368,0.191,1,"L3mbtl1"
"Ralgds",0.00124703364256011,0.631621335572293,0.419,0.257,1,"Ralgds"
"Rnf152",0.00125964642496507,-0.353963784492387,0.624,0.721,1,"Rnf152"
"Pole4",0.00126038576498797,0.387047580445945,0.786,0.625,1,"Pole4"
"Fam219a",0.00128268283358487,0.40919563938363,0.726,0.581,1,"Fam219a"
"Fam189b",0.00130120488968945,0.438437776943087,0.607,0.441,1,"Fam189b"
"Syt5",0.00130535638002764,0.464432211937399,0.598,0.449,1,"Syt5"
"Nek7",0.00130705093146827,0.310360564375905,0.855,0.779,1,"Nek7"
"Dync1li1",0.00131902321135652,0.24233660839118,0.906,0.824,1,"Dync1li1"
"Kcnc2",0.00132555297874225,0.344984389104566,0.863,0.743,1,"Kcnc2"
"Fgfr1",0.00133553029900358,0.451687328836682,0.581,0.404,1,"Fgfr1"
"Lhx1",0.00133841603125664,-0.793380518963904,0.171,0.324,1,"Lhx1"
"Pou4f2",0.00134371425822478,0.684329646564231,0.179,0.051,1,"Pou4f2"
"Acsl1",0.00134597836928923,0.416993385447433,0.581,0.36,1,"Acsl1"
"Brms1",0.00136677752176252,0.398097286551667,0.111,0.015,1,"Brms1"
"Sae1",0.00137888983540877,0.297584262494643,0.846,0.684,1,"Sae1"
"Ccr9",0.00137974229311841,0.477383794478211,0.564,0.39,1,"Ccr9"
"Gm28501",0.00137980853387513,0.552376642552446,0.205,0.074,1,"Gm28501"
"Mrpl30",0.00141246032868459,0.2711808263394,0.812,0.713,1,"Mrpl30"
"AW551984",0.00141516847186592,0.631867192209184,0.436,0.272,1,"AW551984"
"Jun",0.0014220965062288,0.343425735297214,0.872,0.669,1,"Jun"
"Hs3st3b1",0.00143858815758141,-0.736326861364119,0.077,0.213,1,"Hs3st3b1"
"Gm22748",0.00145089590017174,0.744244169605814,0.179,0.051,1,"Gm22748"
"Tmem14a",0.00145276563081483,0.560715472150016,0.479,0.309,1,"Tmem14a"
"Spryd7",0.00146912336172237,0.397666344243152,0.735,0.551,1,"Spryd7"
"Gm29666",0.00151336852757638,0.2256712165508,0.111,0.015,1,"Gm29666"
"Serp1",0.00151747917736925,0.550011350354389,0.504,0.324,1,"Serp1"
"Tysnd1",0.00153273170694307,0.655006965029796,0.282,0.125,1,"Tysnd1"
"A230004M16Rik",0.00156402715221732,0.271047973555443,0.906,0.809,1,"A230004M16Rik"
"Gm28036",0.0015956273458928,0.467490611367367,0.538,0.338,1,"Gm28036"
"Zfp26",0.00159701192675652,0.452902330166913,0.436,0.25,1,"Zfp26"
"Lrba",0.0015990664132657,0.242164548513722,0.983,0.919,1,"Lrba"
"Toe1",0.00159940520538571,0.638775451551712,0.333,0.169,1,"Toe1"
"Gm47283",0.00160899165469455,0.298028445507569,0.846,0.765,1,"Gm47283"
"Gm23639",0.00167199208302117,0.776152736431161,0.162,0.044,1,"Gm23639"
"St8sia3os",0.00170940778932458,0.33006792590183,0.829,0.699,1,"St8sia3os"
"Myadm",0.00171442493530038,0.469558806335502,0.521,0.324,1,"Myadm"
"Susd2",0.00171617144804818,0.63209228410845,0.342,0.176,1,"Susd2"
"Adgrb2",0.00171742238902377,0.474241807442479,0.573,0.404,1,"Adgrb2"
"Pdzrn4",0.00171922651360275,0.463515258279685,0.735,0.662,1,"Pdzrn4"
"Alms1",0.00173811368902446,0.432456298959098,0.513,0.338,1,"Alms1"
"Rtl5",0.00177456996364639,0.564313528694541,0.376,0.213,1,"Rtl5"
"Gm37140",0.00179162389037087,0.609851288015404,0.188,0.059,1,"Gm37140"
"Slc24a4",0.00180320951227176,0.508118361102438,0.35,0.184,1,"Slc24a4"
"Zfp831",0.00182400309823246,0.603787043303303,0.222,0.088,1,"Zfp831"
"Slc39a11",0.0018405862685332,0.354929132196239,0.786,0.61,1,"Slc39a11"
"Tox3",0.00184113364386018,-0.525818998875762,0.333,0.515,1,"Tox3"
"Srsf10",0.00185579000142068,0.398400888865209,0.701,0.537,1,"Srsf10"
"Gm21983",0.00185667621275594,0.481916181397314,0.564,0.375,1,"Gm21983"
"Klhl5",0.00187037112101436,0.475612536720179,0.547,0.375,1,"Klhl5"
"Epb41l4b",0.00187371142289975,0.371540922705409,0.786,0.625,1,"Epb41l4b"
"Selenoh",0.00192593542074656,0.441195131430131,0.615,0.434,1,"Selenoh"
"Wdr83os",0.00193878112975266,0.509457177053053,0.581,0.368,1,"Wdr83os"
"Gata2",0.00195866101141179,-0.575924795266796,0.111,0.265,1,"Gata2"
"B230216N24Rik",0.00197420520447147,0.571961064196625,0.35,0.184,1,"B230216N24Rik"
"Gm32036",0.00198405890016806,0.616757039756917,0.308,0.162,1,"Gm32036"
"St7",0.00198450671307232,0.349192297696688,0.761,0.537,1,"St7"
"Snord49b",0.00199035020765567,0.578474634276836,0.496,0.294,1,"Snord49b"
"Fosb",0.00202519324852463,0.448262193760345,0.615,0.456,1,"Fosb"
"Cyria",0.0020322547810686,0.420778607940116,0.632,0.471,1,"Cyria"
"Mageb18",0.00203328373011657,0.236628017834235,0.573,0.434,1,"Mageb18"
"Rpf2",0.00204203449337505,-0.452284449355982,0.436,0.588,1,"Rpf2"
"Fam118a",0.00204311504444811,0.496381448507748,0.521,0.346,1,"Fam118a"
"1110017D15Rik",0.00205231639829118,0.549586008972331,0.444,0.272,1,"1110017D15Rik"
"Prkcg",0.00205295408785517,0.350919184155031,0.778,0.618,1,"Prkcg"
"Hipk4",0.00205700065531779,0.578734950218606,0.427,0.25,1,"Hipk4"
"Spata48",0.00207171373650941,0.411049253774879,0.145,0.037,1,"Spata48"
"Gm37974",0.00207345606862961,0.615985865365169,0.41,0.228,1,"Gm37974"
"Ercc4",0.00208560462716517,0.511338460315614,0.427,0.25,1,"Ercc4"
"Nkd1",0.00209292198383329,0.650308907277837,0.274,0.132,1,"Nkd1"
"Gm7172",0.00209316195440771,0.45600458057713,0.436,0.265,1,"Gm7172"
"Extl1",0.00209716176122951,0.553452132016937,0.333,0.169,1,"Extl1"
"Robo1",0.00209947260973365,0.246892456889599,0.991,0.949,1,"Robo1"
"Nedd4l",0.00214240695120028,0.273390738118232,0.872,0.816,1,"Nedd4l"
"Plpp1",0.00214432616029807,0.490487333975748,0.598,0.426,1,"Plpp1"
"4930587E11Rik",0.00214669062221695,0.457210404430289,0.12,0.022,1,"4930587E11Rik"
"Fcsk",0.00216074508884911,0.487403705655349,0.231,0.088,1,"Fcsk"
"Baiap2",0.0021613504112598,0.379530689518328,0.709,0.529,1,"Baiap2"
"Lekr1",0.00218786738138461,0.40916451080909,0.573,0.382,1,"Lekr1"
"Gm49513",0.00219584315061198,0.484537877924989,0.538,0.353,1,"Gm49513"
"Gm4204",0.00219628427827521,0.350777358787744,0.701,0.507,1,"Gm4204"
"A830011K09Rik",0.00219697414030115,0.644869252671203,0.205,0.074,1,"A830011K09Rik"
"Atp1a1",0.00219704663037091,0.355357028093804,0.726,0.625,1,"Atp1a1"
"Lynx1",0.00219935616515336,0.33951641669189,0.795,0.64,1,"Lynx1"
"Sik1",0.00220565224826315,0.599480550592653,0.368,0.206,1,"Sik1"
"Gm11966",0.00221183958010319,0.644933060897754,0.274,0.125,1,"Gm11966"
"Khk",0.00221185883174163,0.675842439325552,0.282,0.132,1,"Khk"
"Jpt2",0.00221206678042202,0.547014445629178,0.299,0.147,1,"Jpt2"
"Nhsl2",0.00224267979059717,0.330534714074664,0.812,0.654,1,"Nhsl2"
"Gsr",0.00224535640818573,0.405434498956392,0.701,0.5,1,"Gsr"
"Gm17402",0.00225004975814307,0.6066370845214,0.145,0.037,1,"Gm17402"
"Gnl1",0.00228462443154851,0.398833584627386,0.718,0.515,1,"Gnl1"
"Syt3",0.00228508838942387,0.443617473011743,0.641,0.449,1,"Syt3"
"Tmem200c",0.00230490752156682,0.653774818549055,0.214,0.081,1,"Tmem200c"
"H2-Bl",0.00232668593088436,0.525900041673673,0.197,0.066,1,"H2-Bl"
"Mbd4",0.00235079812224022,0.504906484384128,0.291,0.132,1,"Mbd4"
"Vti1a",0.00235626288729239,0.333125381505125,0.821,0.662,1,"Vti1a"
"Fbxo10",0.00236119254458148,0.468530654675675,0.573,0.397,1,"Fbxo10"
"Kcna6",0.00237109806388041,0.443306482548061,0.615,0.463,1,"Kcna6"
"Zbtb7c",0.00240109107378332,0.430509728695515,0.538,0.368,1,"Zbtb7c"
"Gm44593",0.00240391124585153,0.554929269366333,0.556,0.404,1,"Gm44593"
"Aifm3",0.00240711664534628,0.43067547634595,0.624,0.456,1,"Aifm3"
