"","PatchSeq.p_val","PatchSeq.avg_log2FC","PatchSeq.pct.1","PatchSeq.pct.2","PatchSeq.p_val_adj","gene"
"2310009B15Rik",0.0778926220582193,0.261488917511646,0.513,0.397,1,"2310009B15Rik"
"Sephs2",0.0779599652030471,0.224017068763542,0.641,0.522,1,"Sephs2"
"Cachd1",0.0779769682931614,0.218827313798407,0.718,0.625,1,"Cachd1"
"Rtl1",0.0780126766819812,0.267772937921239,0.59,0.485,1,"Rtl1"
"Gm43112",0.0780270864943664,0.329405127635182,0.111,0.051,1,"Gm43112"
"Tmod3",0.0780312891042024,0.279514252044477,0.59,0.507,1,"Tmod3"
"Rem2",0.0780876142213026,0.378531576924095,0.197,0.118,1,"Rem2"
"Mn1",0.0780976243225988,0.244908575460109,0.316,0.213,1,"Mn1"
"Slk",0.0781288531748047,0.261026408213992,0.564,0.515,1,"Slk"
"Rtn4ip1",0.0781596335033157,0.309604000873171,0.291,0.199,1,"Rtn4ip1"
"Brpf3",0.0781734094071564,0.265829736192339,0.35,0.243,1,"Brpf3"
"Pold2",0.0782078683065356,0.413334840360497,0.239,0.154,1,"Pold2"
"Dusp13",0.0782151751128735,0.269264611890087,0.103,0.044,1,"Dusp13"
"Gm15870",0.0782151751128735,0.349936885256842,0.103,0.044,1,"Gm15870"
"Gm17511",0.0782151751128735,0.264221491406031,0.103,0.044,1,"Gm17511"
"F420014N23Rik",0.0782370579274569,0.249313845323844,0.564,0.478,1,"F420014N23Rik"
"Sgpl1",0.0782625991705265,0.421987713840162,0.308,0.235,1,"Sgpl1"
"Zfp709",0.0782792352593664,-0.359455406490006,0.085,0.154,1,"Zfp709"
"Sp140",0.07830012961992,0.3327953774137,0.145,0.081,1,"Sp140"
"Tmem200a",0.078348608940656,0.268918334208676,0.521,0.434,1,"Tmem200a"
"Gm15927",0.0784755179548451,-0.413492549884076,0.214,0.301,1,"Gm15927"
"Katnal2",0.078622396991077,0.282956616898518,0.265,0.176,1,"Katnal2"
"Arhgap9",0.078651077872683,0.293550020429648,0.111,0.051,1,"Arhgap9"
"Gm10044",0.078651077872683,0.241309511389196,0.111,0.051,1,"Gm10044"
"Gm20208",0.0787668019958122,0.271179697461942,0.496,0.382,1,"Gm20208"
"Derl1",0.0788367036982383,0.236596909170143,0.564,0.493,1,"Derl1"
"Gm32950",0.0788716504296407,0.317654172784354,0.103,0.044,1,"Gm32950"
"Trim59",0.0788990113326366,-0.344525050109522,0.094,0.169,1,"Trim59"
"Gm16958",0.07894755194292,0.307546743735706,0.462,0.368,1,"Gm16958"
"Ubxn2b",0.0790184136180348,0.31976204224337,0.402,0.309,1,"Ubxn2b"
"Cyb561d1",0.0790507203562523,0.274387074527745,0.162,0.088,1,"Cyb561d1"
"Pdgfrl",0.0790515776336589,0.332680788161139,0.35,0.257,1,"Pdgfrl"
"1500004A13Rik",0.0791262660333953,0.214524303544329,0.436,0.316,1,"1500004A13Rik"
"Dus2",0.0791737918123503,0.307593557110583,0.487,0.419,1,"Dus2"
"Nfatc2",0.0792842564609397,0.230614491578599,0.641,0.566,1,"Nfatc2"
"Vwa1",0.0793624710468144,0.455172619388314,0.214,0.14,1,"Vwa1"
"Npy1r",0.0793639446830814,0.439855260821194,0.179,0.11,1,"Npy1r"
"Wdr54",0.079390565677444,0.28238785303707,0.325,0.221,1,"Wdr54"
"Nectin3",0.0794550740879398,0.269027384786769,0.556,0.463,1,"Nectin3"
"Dmwd",0.0794564154368512,0.329947102631958,0.359,0.257,1,"Dmwd"
"Fam199x",0.0794693838523424,0.309580853780215,0.256,0.169,1,"Fam199x"
"Mecr",0.0794789535321189,0.344828978430693,0.487,0.404,1,"Mecr"
"Bhlhe40",0.079559733208391,0.249429279362738,0.59,0.485,1,"Bhlhe40"
"Ddx39a",0.0795720775403136,0.292718444954698,0.299,0.206,1,"Ddx39a"
"0610040F04Rik",0.0796366258390414,0.266811757945443,0.479,0.382,1,"0610040F04Rik"
"Arntl2",0.0796803321478063,0.3247713752565,0.214,0.132,1,"Arntl2"
"Ttll6",0.0797171926841762,0.224849974783545,0.188,0.11,1,"Ttll6"
"Susd5",0.0798101945206226,0.355441482313516,0.214,0.14,1,"Susd5"
"Celf6",0.0798119107878876,0.277611791538187,0.479,0.368,1,"Celf6"
"Dot1l",0.0798119107878876,0.312137744853458,0.47,0.375,1,"Dot1l"
"Myo10",0.0798258333900266,0.261707691065654,0.607,0.515,1,"Myo10"
"Acot9",0.079884010461803,0.297090413536669,0.427,0.331,1,"Acot9"
"Gm6444",0.0799361556086683,0.332034407206831,0.205,0.125,1,"Gm6444"
"Tas1r1",0.0799592390686111,0.352328201115885,0.197,0.118,1,"Tas1r1"
"Dhx35",0.0799615325879442,-0.382773427664134,0.188,0.272,1,"Dhx35"
"Pip4k2c",0.0800579369433786,0.341778621285342,0.402,0.309,1,"Pip4k2c"
"Orai2",0.0800614289399131,0.359881501261696,0.393,0.309,1,"Orai2"
"Mroh7",0.0800807043096895,0.250294850300367,0.308,0.213,1,"Mroh7"
"Agrn",0.0801430631123923,0.217607753515923,0.496,0.353,1,"Agrn"
"5330406M23Rik",0.0801594503234806,0.373631438019134,0.179,0.103,1,"5330406M23Rik"
"Tceal7",0.0801980480035183,0.289584933288399,0.103,0.044,1,"Tceal7"
"Gm7290",0.0803227542678418,0.306720914003476,0.231,0.147,1,"Gm7290"
"Pms2",0.0803873669981711,0.24069814231824,0.316,0.213,1,"Pms2"
"Oaz2-ps",0.0804327977369034,0.313003300202754,0.197,0.118,1,"Oaz2-ps"
"Ftx",0.0804981228611683,0.223092161164677,0.735,0.588,1,"Ftx"
"Tubgcp5",0.0805036367625123,0.201846832890713,0.667,0.529,1,"Tubgcp5"
"Ifitm7",0.0805317154273276,0.365370672916705,0.316,0.228,1,"Ifitm7"
"Usp46os1",0.0806562755033624,0.273087652532418,0.179,0.103,1,"Usp46os1"
"Rprl3",0.080662980112836,0.364214464554526,0.299,0.221,1,"Rprl3"
"Ipp",0.0807338039795399,-0.388126324589508,0.265,0.338,1,"Ipp"
"Abca7",0.080806739232104,-0.316114490464148,0.077,0.147,1,"Abca7"
"Tspan18",0.080890351786688,0.283933425730151,0.274,0.184,1,"Tspan18"
"Denn2b",0.0810580676663558,0.221805923082625,0.564,0.463,1,"Denn2b"
"Zfr2",0.0811168263893163,0.263500343528649,0.521,0.397,1,"Zfr2"
"Tsacc",0.0811555985179711,0.336291908145992,0.179,0.103,1,"Tsacc"
"Miip",0.0811827325233216,0.369157775937619,0.128,0.066,1,"Miip"
"Zfp629",0.0812580015763958,-0.393724356824783,0.154,0.235,1,"Zfp629"
"Clec16a",0.0812681008263318,0.209463225806406,0.684,0.618,1,"Clec16a"
"4930505N22Rik",0.0813008532624351,0.353784641439754,0.274,0.184,1,"4930505N22Rik"
"Ahnak2",0.081317360794358,-0.220051547594806,0.188,0.287,1,"Ahnak2"
"Scx",0.081319387193203,-0.408144727291787,0.051,0.11,1,"Scx"
"Gm13870",0.0813240790105805,0.260422217632377,0.171,0.096,1,"Gm13870"
"Pxylp1",0.0813736317467896,0.262957770676199,0.282,0.191,1,"Pxylp1"
"Ism1",0.0813888515525271,0.266164075393825,0.453,0.331,1,"Ism1"
"Etf1",0.0814623611062037,0.213578166083487,0.632,0.522,1,"Etf1"
"Exoc1",0.0814861162734,0.248862303648617,0.538,0.426,1,"Exoc1"
"Cln6",0.0815234504747863,0.297002199789485,0.274,0.176,1,"Cln6"
"Snrpb2",0.0815345884460111,0.24221546116562,0.632,0.537,1,"Snrpb2"
"Gm37274",0.0816219726837587,0.214659329572369,0.154,0.081,1,"Gm37274"
"Gm4835",0.0816671079059164,0.231771110442902,0.162,0.088,1,"Gm4835"
"Tubg1",0.081671649096959,0.230972086414828,0.581,0.478,1,"Tubg1"
"Taco1",0.0817960238200568,0.340357946433629,0.376,0.287,1,"Taco1"
"Nostrin",0.0818039054191715,0.279340575333728,0.205,0.125,1,"Nostrin"
"Tktl1",0.0818652933542979,0.29791713775863,0.12,0.059,1,"Tktl1"
"Fgf18",0.0818671570582147,0.335991746868024,0.197,0.118,1,"Fgf18"
"Gemin5",0.081992577399267,0.266170204138396,0.41,0.301,1,"Gemin5"
"Zfp64",0.0820041455124831,0.224282945033915,0.53,0.412,1,"Zfp64"
"Gm26956",0.0820996421618081,0.294666697572199,0.316,0.235,1,"Gm26956"
"Zfp866",0.0822763329553713,-0.295125863984278,0.12,0.199,1,"Zfp866"
"4930546C10Rik",0.0822782257300723,-0.219589745753515,0.179,0.272,1,"4930546C10Rik"
"Rnase4",0.0822942849030698,-0.429972588374791,0.171,0.25,1,"Rnase4"
"6330415G19Rik",0.0823578927853297,0.347230410117669,0.171,0.096,1,"6330415G19Rik"
"Ero1a",0.0824112790569999,0.342698152298375,0.333,0.243,1,"Ero1a"
"Gm24812",0.0824807912467164,0.326769756985437,0.111,0.051,1,"Gm24812"
"Tmem45b",0.0826122410948671,0.276963025401926,0.376,0.279,1,"Tmem45b"
"Gm11100",0.082691696530676,0.211915190109958,0.282,0.184,1,"Gm11100"
"Tmem159",0.0827192700538777,0.288523324816863,0.265,0.169,1,"Tmem159"
"Klhl10",0.0827941126020521,0.269873877863919,0.35,0.228,1,"Klhl10"
"Phgdh",0.0827941126020521,-0.330418803345281,0.239,0.324,1,"Phgdh"
"B130024G19Rik",0.0828235661392148,-0.208070131819582,0.103,0.176,1,"B130024G19Rik"
"Gm13008",0.0830265551396095,0.400179492558596,0.299,0.221,1,"Gm13008"
"Mrps18c",0.0830437944329147,0.254920025042867,0.632,0.522,1,"Mrps18c"
"Gm6525",0.0831111802804729,0.357928641590344,0.12,0.059,1,"Gm6525"
"Tmub2",0.0831204263797986,0.258161986768316,0.521,0.39,1,"Tmub2"
"Gprin3",0.0831204263797986,0.310016600002988,0.487,0.419,1,"Gprin3"
"Gm37965",0.0832448060922366,0.426394590937679,0.145,0.081,1,"Gm37965"
"Mapkapk5",0.0833668159286947,0.253940646213892,0.214,0.132,1,"Mapkapk5"
"Herpud2",0.0833702367156187,0.288098930760351,0.521,0.449,1,"Herpud2"
"Ntan1",0.0834757873254593,0.20133244544627,0.726,0.647,1,"Ntan1"
"Lmbr1",0.0834778248162866,0.232493704249345,0.624,0.522,1,"Lmbr1"
"Ramp2",0.0835118064725536,0.307793540027688,0.385,0.287,1,"Ramp2"
"Abhd11",0.0835389204731771,0.287904043606894,0.496,0.375,1,"Abhd11"
"Bmp2k",0.083553997868434,0.213646669448877,0.47,0.353,1,"Bmp2k"
"Rbm3",0.0835759912804693,0.285286192406013,0.564,0.5,1,"Rbm3"
"4930484I04Rik",0.0835849622521274,0.250646210626669,0.556,0.449,1,"4930484I04Rik"
"Gm42766",0.0837398600688131,0.350826129682196,0.12,0.059,1,"Gm42766"
"Crnde",0.0837904615033747,0.264765897971073,0.111,0.051,1,"Crnde"
"Serpinf2",0.0838160716999875,0.286884738318123,0.419,0.316,1,"Serpinf2"
"Trappc12",0.0839121969762331,0.22911791229967,0.624,0.544,1,"Trappc12"
"Rimkla",0.0840903680827594,0.288922342083264,0.479,0.397,1,"Rimkla"
"Acsbg1",0.0841502800036083,0.347374074983166,0.427,0.346,1,"Acsbg1"
"Pnpla3",0.0841504591072496,0.328770195416173,0.188,0.11,1,"Pnpla3"
"Zfp990",0.0843533177922267,0.207815643407398,0.162,0.088,1,"Zfp990"
"Snhg15",0.0843772809696771,0.399641370991703,0.145,0.081,1,"Snhg15"
"Misp3",0.0844515827498475,0.363412215528508,0.111,0.051,1,"Misp3"
"Gm48067",0.0844710272604049,0.321291081343639,0.274,0.176,1,"Gm48067"
"Abca5",0.0844868434129557,0.210087987510842,0.675,0.574,1,"Abca5"
"Nup50",0.0844920110385524,0.249853804305999,0.556,0.434,1,"Nup50"
"Gm9929",0.0845390942183983,0.36819983080544,0.282,0.199,1,"Gm9929"
"A930004D18Rik",0.0846867659039241,-0.401080477774936,0.162,0.243,1,"A930004D18Rik"
"Dars",0.0849969551493774,0.243289038580077,0.59,0.507,1,"Dars"
"Pias4",0.0850301049073823,0.276932597491266,0.359,0.25,1,"Pias4"
"Ascc3",0.0850387885257674,0.229424667880531,0.684,0.654,1,"Ascc3"
"Rab3gap2",0.0852410468391958,0.210479299842744,0.641,0.544,1,"Rab3gap2"
"Oscp1",0.0852415097291725,0.206509389561218,0.735,0.596,1,"Oscp1"
"Fyco1",0.0853141293842906,0.247256757269511,0.436,0.324,1,"Fyco1"
"Rbck1",0.0853919683118179,0.254871938828036,0.581,0.507,1,"Rbck1"
"Gm50403",0.0855555784828071,0.397864841578307,0.171,0.103,1,"Gm50403"
"Brsk2",0.085694834464701,0.210300295886352,0.624,0.515,1,"Brsk2"
"Katna1",0.0857603966340558,0.374442721385528,0.265,0.184,1,"Katna1"
"Scap",0.0857743749345289,0.25212513507582,0.453,0.338,1,"Scap"
"Prkci",0.0857840691541506,0.228309877920082,0.402,0.279,1,"Prkci"
"Nol12",0.0858153174997506,0.25434142226765,0.41,0.294,1,"Nol12"
"A730020E08Rik",0.0860858826759846,0.399110858021311,0.171,0.103,1,"A730020E08Rik"
"Gm26839",0.086099336456356,0.387642615778981,0.145,0.081,1,"Gm26839"
"Itga3",0.0861907876283413,0.356753970629047,0.342,0.265,1,"Itga3"
"Hmgb2",0.0862758689257325,-0.272075099269691,0.085,0.154,1,"Hmgb2"
"Gm49987",0.0863034073587998,0.221600745590426,0.564,0.463,1,"Gm49987"
"Cox7b2",0.0863694275243078,0.273648981808418,0.282,0.191,1,"Cox7b2"
"Slc25a23",0.0864519376381994,0.224411859926124,0.735,0.632,1,"Slc25a23"
"Ints12",0.0864578592500063,0.229028333689396,0.299,0.191,1,"Ints12"
"4933404G15Rik",0.0866284506326231,-0.297306799945239,0.12,0.199,1,"4933404G15Rik"
"Gm4908",0.0866464200974846,0.249171490235529,0.128,0.066,1,"Gm4908"
"4930419G24Rik",0.0866464200974846,0.287202879348195,0.128,0.066,1,"4930419G24Rik"
"Fbxo25",0.0866482178223612,0.239292062825527,0.581,0.515,1,"Fbxo25"
"Stk19",0.0868109104852349,0.260222223303872,0.427,0.316,1,"Stk19"
"Gm15241",0.086941246465476,0.352442958761897,0.12,0.059,1,"Gm15241"
"Gm16596",0.0871011173977485,0.327812645982735,0.333,0.243,1,"Gm16596"
"Gng4",0.0871900254689833,0.225693354524744,0.632,0.544,1,"Gng4"
"Lactbl1",0.0872630670834854,0.286048431998854,0.145,0.081,1,"Lactbl1"
"Gm16549",0.087351923831968,0.310763544345081,0.282,0.184,1,"Gm16549"
"Wdr61",0.0873751781564967,0.21994334257841,0.632,0.566,1,"Wdr61"
"Ubr1",0.0874399922556968,0.220564210921841,0.684,0.603,1,"Ubr1"
"Pet100",0.0875209694503849,0.211690757436555,0.641,0.537,1,"Pet100"
"Rhd",0.0875781401070899,0.250070248250503,0.333,0.235,1,"Rhd"
"Btbd7",0.0876194455680661,0.224891372804408,0.581,0.471,1,"Btbd7"
"Gm44559",0.0876288454229383,0.334534994943761,0.385,0.287,1,"Gm44559"
"Saxo2",0.0876612554240683,0.269458504657473,0.325,0.221,1,"Saxo2"
"Asb14",0.0877347821500725,0.32228425613517,0.188,0.11,1,"Asb14"
"Noxred1",0.0878207615280019,0.247202775900464,0.111,0.051,1,"Noxred1"
"Gm7129",0.0878779333302748,0.233652794541702,0.179,0.103,1,"Gm7129"
"Gm5586",0.0880241937164823,0.251776031658397,0.308,0.206,1,"Gm5586"
"Invs",0.0880725689741901,0.340481127136837,0.453,0.39,1,"Invs"
"Ajap1",0.0881391472714236,0.296549984843164,0.607,0.551,1,"Ajap1"
"Gm42850",0.0881584463301345,0.347004491425024,0.137,0.074,1,"Gm42850"
"Atg16l2",0.0881617620333981,0.253900327442386,0.521,0.412,1,"Atg16l2"
"Gm13094",0.0882206481346003,0.340127209445181,0.154,0.088,1,"Gm13094"
"Gm42992",0.0882567366306708,0.274416364512494,0.188,0.11,1,"Gm42992"
"Smim4",0.0882892402983491,-0.203692052114592,0.59,0.662,1,"Smim4"
"Fam110a",0.0884161033579414,0.360741201654372,0.265,0.176,1,"Fam110a"
"Fance",0.0884219345241121,0.286382417164154,0.248,0.154,1,"Fance"
"Dpm2",0.088640423235867,0.267334840888418,0.598,0.456,1,"Dpm2"
"Cdh24",0.0886558062962258,0.370233388002438,0.222,0.147,1,"Cdh24"
"Tor3a",0.0887265978779798,0.280897496180648,0.256,0.162,1,"Tor3a"
"Sra1",0.0890237103605694,0.244737893616647,0.556,0.463,1,"Sra1"
"Gm45118",0.0890403538069909,0.236814416913174,0.256,0.169,1,"Gm45118"
"Ppp1r3f",0.0891564042498409,-0.209760873980817,0.051,0.11,1,"Ppp1r3f"
"Atp13a3",0.0892020686704491,0.238287059152759,0.581,0.493,1,"Atp13a3"
"Uap1l1",0.0892216550393217,-0.313444734342822,0.188,0.279,1,"Uap1l1"
"C030034L19Rik",0.08934248104009,0.286180698673064,0.462,0.368,1,"C030034L19Rik"
"Gm10308",0.0897241684232829,0.384559499159434,0.265,0.184,1,"Gm10308"
"Ssh3",0.0899818448987085,0.346491828158507,0.274,0.191,1,"Ssh3"
"Grk3",0.0900195779514245,0.245290088735596,0.504,0.412,1,"Grk3"
"Rhof",0.0903107041536104,0.257372027212694,0.538,0.426,1,"Rhof"
"Mast3",0.0903323293861822,0.264829536550498,0.444,0.346,1,"Mast3"
"Pla2g3",0.0903761825992248,-0.30829987679026,0.282,0.39,1,"Pla2g3"
"Sbno2",0.0905252240715309,0.201051324708943,0.436,0.338,1,"Sbno2"
"Kif3b",0.0905893055271717,0.262510315021696,0.556,0.471,1,"Kif3b"
"Gm29017",0.090685351366231,0.437157675740467,0.197,0.125,1,"Gm29017"
"Gm10863",0.0907923404473902,0.239571188387443,0.239,0.154,1,"Gm10863"
"Cks1brt",0.0908032789068211,-0.200726850265599,0.085,0.154,1,"Cks1brt"
"Sh3bp5",0.0908647693737994,0.221045947280636,0.735,0.603,1,"Sh3bp5"
"Gm11808",0.0908827785247306,0.267296836252539,0.41,0.301,1,"Gm11808"
"Rrp7a",0.0909792197687357,0.234338532344376,0.607,0.463,1,"Rrp7a"
"Mtmr11",0.0910171818901931,0.251073096008553,0.171,0.096,1,"Mtmr11"
"Gm26671",0.0910980994356397,0.24390637747729,0.128,0.066,1,"Gm26671"
"Gm8330",0.0911479549808665,-0.215496255162737,0.453,0.515,1,"Gm8330"
"Tmem150b",0.0911645911966414,0.23783670269037,0.205,0.125,1,"Tmem150b"
"Kcnip2",0.091226727343483,0.32994525157126,0.41,0.324,1,"Kcnip2"
"Mgme1",0.0915050761093987,0.224254772199338,0.256,0.162,1,"Mgme1"
"Sox6",0.0915314080549026,0.406446919931528,0.59,0.566,1,"Sox6"
"Pkdcc",0.091588391063563,0.254463616997453,0.12,0.059,1,"Pkdcc"
"Rce1",0.0916100666662191,0.349976156942696,0.282,0.191,1,"Rce1"
"Arhgef37",0.0918576578855931,0.239525620566753,0.291,0.199,1,"Arhgef37"
"Zfx",0.0918832891961041,0.227951523690034,0.368,0.265,1,"Zfx"
"Esco1",0.0919096131034359,0.220094184159567,0.59,0.493,1,"Esco1"
"Cgn",0.0920896792253964,0.340344631719937,0.299,0.213,1,"Cgn"
"Nup98",0.0921072961751342,0.228886064480516,0.607,0.529,1,"Nup98"
"Ell",0.0922092300805991,0.277696154486462,0.444,0.346,1,"Ell"
"Arxes2",0.0922614434265651,0.205093962064185,0.615,0.559,1,"Arxes2"
"6230400D17Rik",0.0923455214251239,0.25052076134644,0.556,0.456,1,"6230400D17Rik"
"Ogfod2",0.0923798236774606,0.385150075283631,0.35,0.265,1,"Ogfod2"
"Gstm4",0.0924032432060653,0.342704229127261,0.128,0.066,1,"Gstm4"
"C630043F03Rik",0.0924032432060653,0.359051897532575,0.128,0.066,1,"C630043F03Rik"
"Gm44230",0.0924046627781972,0.296658959546207,0.222,0.14,1,"Gm44230"
"Samd9l",0.0924739796587354,0.258251103711631,0.231,0.162,1,"Samd9l"
"Nr4a1",0.0925069787035981,0.247274881978532,0.556,0.449,1,"Nr4a1"
"Klf10",0.0925262491224026,0.342104269127384,0.299,0.213,1,"Klf10"
"Oplah",0.0925995262110696,0.380118455385393,0.205,0.132,1,"Oplah"
"BB557941",0.0926552105357764,0.30472106315941,0.214,0.147,1,"BB557941"
"Rmnd5a",0.0926766811355368,0.243022865473491,0.581,0.493,1,"Rmnd5a"
"Ptrh1",0.0927188494422607,0.273099737867831,0.111,0.051,1,"Ptrh1"
"Capn2",0.0928876437205464,0.221964680854234,0.564,0.456,1,"Capn2"
"Rps11-ps2",0.0929063034323244,0.30230380656691,0.222,0.14,1,"Rps11-ps2"
"Ebf3",0.0929256685990623,0.371444998781421,0.376,0.301,1,"Ebf3"
"Psd",0.092943054126057,0.306635175530048,0.453,0.368,1,"Psd"
"Kmt5c",0.0930381280216092,0.342765823871528,0.274,0.184,1,"Kmt5c"
"Rprd1a",0.0930632065675824,0.227966665462898,0.573,0.456,1,"Rprd1a"
"Vrk2",0.0931006214582548,-0.349092554570273,0.222,0.294,1,"Vrk2"
"Slc12a4",0.0931375999284295,-0.299335411231746,0.085,0.154,1,"Slc12a4"
"Zbtb2",0.093206320077407,0.217706002819335,0.291,0.191,1,"Zbtb2"
"Nras",0.0932223844733685,0.387400187332035,0.393,0.316,1,"Nras"
"Mir3091",0.0932410361404072,0.397504929049339,0.205,0.125,1,"Mir3091"
"Rhot1",0.0932898903376189,0.206891941664031,0.667,0.603,1,"Rhot1"
"Ptges2",0.0933166423209686,0.250131577687068,0.453,0.346,1,"Ptges2"
"Zbtb48",0.0933488011591883,0.236551043760005,0.179,0.103,1,"Zbtb48"
"Cep63",0.0934064516334601,0.338648657470173,0.368,0.287,1,"Cep63"
"Adprh",0.0936279590157514,0.204827370913206,0.778,0.691,1,"Adprh"
"Gm49876",0.0936362068166137,0.355276505938917,0.239,0.162,1,"Gm49876"
"Lctl",0.0936401943426194,0.211192546218609,0.12,0.059,1,"Lctl"
"Mavs",0.0936401943426194,0.23146326464636,0.12,0.059,1,"Mavs"
"Zc2hc1a",0.0936604011255981,0.208037239991112,0.624,0.566,1,"Zc2hc1a"
"Scn3a",0.0937259010418228,0.204990273912492,0.718,0.64,1,"Scn3a"
"Rchy1",0.0940547217971477,0.27558604183115,0.496,0.368,1,"Rchy1"
"Fam136a",0.0941387941704054,-0.279804924854683,0.35,0.419,1,"Fam136a"
"Cog1",0.0941389000955938,0.253222494010647,0.752,0.625,1,"Cog1"
"Gpd1l",0.0942898752214905,0.232983105140766,0.53,0.419,1,"Gpd1l"
"Brwd3",0.0943098654992758,0.219224690495457,0.453,0.338,1,"Brwd3"
"Gm35867",0.0943154658504788,0.317331117903261,0.325,0.235,1,"Gm35867"
"Sec11c",0.0943291747152199,0.213170768795533,0.675,0.596,1,"Sec11c"
"Acsl3",0.0943469162373205,0.202983347695417,0.838,0.713,1,"Acsl3"
"Calr4",0.0943636209673191,0.321080454432686,0.171,0.103,1,"Calr4"
"Prss12",0.0943667067081886,-0.340542629752625,0.12,0.191,1,"Prss12"
"Dnlz",0.0943875344802508,0.223242843004706,0.598,0.537,1,"Dnlz"
"Fndc9",0.094389069779732,0.2866912495424,0.128,0.066,1,"Fndc9"
"Jakmip1",0.0944576230280405,0.201522417757098,0.667,0.588,1,"Jakmip1"
"Nelfa",0.0945021537314315,0.342986551037279,0.41,0.346,1,"Nelfa"
"Stard5",0.0946102416894086,0.350908934127385,0.239,0.162,1,"Stard5"
"Rnf19b",0.0946475574678468,0.237686425077269,0.547,0.449,1,"Rnf19b"
"Gramd4",0.0946734336446197,0.221937516133675,0.624,0.537,1,"Gramd4"
"Zfp936",0.0946824377071902,0.20317567424637,0.385,0.279,1,"Zfp936"
"Klhl25",0.094701963393837,0.369302238132214,0.154,0.088,1,"Klhl25"
"Nptx1",0.0947439310037052,0.298963667041759,0.496,0.456,1,"Nptx1"
"Cers1",0.0948005468880175,0.292604632976874,0.427,0.316,1,"Cers1"
"Cpa3",0.0948541748461038,0.247218157086019,0.188,0.118,1,"Cpa3"
"Rprd1b",0.0948809097303833,-0.242068033215417,0.564,0.625,1,"Rprd1b"
"Dhx37",0.0948872845039319,0.276182045463552,0.274,0.184,1,"Dhx37"
"Gm10275",0.0949155669158349,0.263587210765346,0.462,0.309,1,"Gm10275"
"Paqr3",0.095027178458917,0.299271342755943,0.513,0.434,1,"Paqr3"
"Rgs19",0.095133475805129,0.326178559385649,0.385,0.301,1,"Rgs19"
"Sdhaf2",0.0951955094016116,0.206273976928385,0.667,0.551,1,"Sdhaf2"
"Fam104a",0.0951955094016116,0.241360522672932,0.667,0.551,1,"Fam104a"
"Cox18",0.095237610686548,0.278524291147041,0.444,0.353,1,"Cox18"
"Mal",0.0952443937488452,-0.233825504998412,0.547,0.625,1,"Mal"
"Rps6ka6",0.0953723113810558,0.230749768412948,0.359,0.272,1,"Rps6ka6"
"Zfp704",0.0956030620716356,0.220907269003068,0.667,0.654,1,"Zfp704"
"Zfp326",0.0956942326126609,0.213369066318352,0.581,0.471,1,"Zfp326"
"Prdx3",0.0957418645868848,0.244276237931103,0.701,0.551,1,"Prdx3"
"Gm4824",0.095821017094009,0.231636045544063,0.162,0.088,1,"Gm4824"
"Zfp287",0.0958477485058915,0.310780154188391,0.291,0.206,1,"Zfp287"
"Ankub1",0.0959069012652465,-0.30756918496443,0.094,0.162,1,"Ankub1"
"Ralb",0.0959789405156678,-0.315870911800778,0.376,0.449,1,"Ralb"
"Col18a1",0.0960489402324844,0.210394863404047,0.325,0.235,1,"Col18a1"
"Ranbp3",0.0960836029122585,0.247169477825489,0.547,0.441,1,"Ranbp3"
"Tmem65",0.0960942830610445,0.221143213553707,0.684,0.618,1,"Tmem65"
"Kif23",0.0962667040773614,0.293513351926934,0.205,0.132,1,"Kif23"
"Gm4876",0.0963698438340846,0.235152838956328,0.291,0.199,1,"Gm4876"
"Zfp354a",0.0964008052420423,0.369132650708139,0.145,0.081,1,"Zfp354a"
"Gm2986",0.096433106516706,0.267445774340105,0.12,0.059,1,"Gm2986"
"Shprh",0.096754948449247,0.203586982098757,0.632,0.515,1,"Shprh"
"Mir207",0.0967569601734713,-0.398753769053055,0.103,0.176,1,"Mir207"
"Dnmbp",0.0969405815381338,0.221840530577503,0.41,0.309,1,"Dnmbp"
"Pex2",0.0969802760828628,0.208177889698766,0.41,0.272,1,"Pex2"
"Gm48623",0.0970100939081466,-0.234828054759269,0.402,0.5,1,"Gm48623"
"4930453N24Rik",0.0970572920678386,0.223046619522693,0.325,0.221,1,"4930453N24Rik"
"Ssbp1",0.0971343325098575,0.211371103319716,0.504,0.382,1,"Ssbp1"
"9030025P20Rik",0.0971416477239664,0.21804851109182,0.12,0.059,1,"9030025P20Rik"
"Slc7a1",0.0972224104194761,0.231108426203118,0.35,0.257,1,"Slc7a1"
"2610316D01Rik",0.0972250939074397,0.224727994484329,0.573,0.463,1,"2610316D01Rik"
"Rbsn",0.0972537407564521,0.308999298022576,0.462,0.39,1,"Rbsn"
"Bcl7a",0.0972558562454548,0.223508104620642,0.615,0.522,1,"Bcl7a"
"Axin1",0.097413541551518,0.253847548775716,0.538,0.456,1,"Axin1"
"Klf4",0.0974389957658087,0.305685729366717,0.299,0.213,1,"Klf4"
"Srfbp1",0.0974592141119748,0.317261431005477,0.368,0.279,1,"Srfbp1"
"Gm15911",0.0974702854722909,0.31316483497412,0.154,0.081,1,"Gm15911"
"Hbb-bs",0.0975107690636664,-0.221930329247904,0.573,0.632,1,"Hbb-bs"
"Insyn2a",0.0975200664130654,0.255757072938888,0.222,0.14,1,"Insyn2a"
"Cd46",0.0976144726514428,0.250579616554264,0.359,0.257,1,"Cd46"
